,Team,coach_age,coach_name,season,playoff_games,playoff_wins,playoff_loses,playoff_W/L%,season_games,season_wins,season_loses,season_W/L%,season_position
0,CLE,,Don Delaney,1980-81,,,,,11,3.0,8.0,0.273,5.0
1,CLE,,Don Delaney,1981-82,,,,,15,4.0,11.0,0.267,6.0
3,,,Don Delaney,Career,,,,,26,7.0,19.0,0.26899999999999996,
2,PHI,53.0,Tony DiLeo,2008-09,6.0,2.0,4.0,0.33299999999999996,59,32.0,27.0,0.542,2.0
3,,,Tony DiLeo,Career,6.0,2.0,4.0,0.33299999999999996,59,32.0,27.0,0.542,
0,DET,31.0,Terry Dischinger,1971-72,,,,,2,0.0,2.0,0.0,4.0
1,,,Terry Dischinger,Career,,,,,2,0.0,2.0,0.0,
0,OKC,50.0,Billy Donovan,2015-16,18.0,11.0,7.0,0.611,82,55.0,27.0,0.6709999999999999,1.0
1,OKC,51.0,Billy Donovan,2016-17,5.0,1.0,4.0,0.2,82,47.0,35.0,0.573,2.0
2,OKC,52.0,Billy Donovan,2017-18,6.0,2.0,4.0,0.33299999999999996,82,48.0,34.0,0.585,2.0
3,OKC,53.0,Billy Donovan,2018-19,,,,,74,43.0,31.0,0.581,4.0
4,,,Billy Donovan,Career,29.0,14.0,15.0,0.483,320,193.0,127.0,0.603,
0,NYK,,Eddie Donovan,1961-62,,,,,80,29.0,51.0,0.363,4.0
1,NYK,,Eddie Donovan,1962-63,,,,,80,21.0,59.0,0.263,4.0
2,NYK,,Eddie Donovan,1963-64,,,,,80,22.0,58.0,0.275,4.0
3,NYK,,Eddie Donovan,1964-65,,,,,38,12.0,26.0,0.316,4.0
4,,,Eddie Donovan,Career,,,,,278,84.0,194.0,0.302,
18,ATL,52.0,Larry Drew,2010-11,12.0,6.0,6.0,0.5,82,44.0,38.0,0.537,3.0
19,ATL,53.0,Larry Drew,2011-12,6.0,2.0,4.0,0.33299999999999996,66,40.0,26.0,0.606,2.0
20,ATL,54.0,Larry Drew,2012-13,6.0,2.0,4.0,0.33299999999999996,82,44.0,38.0,0.537,2.0
21,MIL,55.0,Larry Drew,2013-14,,,,,82,15.0,67.0,0.183,5.0
27,CLE,60.0,Larry Drew,2018-19,,,,,68,19.0,49.0,0.27899999999999997,5.0
28,,,Larry Drew,Career,24.0,10.0,14.0,0.41700000000000004,380,162.0,218.0,0.426,
0,AND,43.0,Ike Duffey,1949-50,,,,,3,1.0,2.0,0.33299999999999996,2.0
1,,,Ike Duffey,Career,,,,,3,1.0,2.0,0.33299999999999996,
2,CHA,55.0,Mike Dunlap,2012-13,,,,,82,21.0,61.0,0.256,4.0
3,,,Mike Dunlap,Career,,,,,82,21.0,61.0,0.256,
3,LAL,36.0,Mike Dunleavy,1990-91,19.0,12.0,7.0,0.632,82,58.0,24.0,0.7070000000000001,2.0
4,LAL,37.0,Mike Dunleavy,1991-92,4.0,1.0,3.0,0.25,82,43.0,39.0,0.524,6.0
5,MIL,38.0,Mike Dunleavy,1992-93,,,,,82,28.0,54.0,0.341,7.0
6,MIL,39.0,Mike Dunleavy,1993-94,,,,,82,20.0,62.0,0.244,6.0
7,MIL,40.0,Mike Dunleavy,1994-95,,,,,82,34.0,48.0,0.415,6.0
8,MIL,41.0,Mike Dunleavy,1995-96,,,,,82,25.0,57.0,0.305,7.0
9,POR,43.0,Mike Dunleavy,1997-98,4.0,1.0,3.0,0.25,82,46.0,36.0,0.561,4.0
10,POR,44.0,Mike Dunleavy,1998-99,13.0,7.0,6.0,0.5379999999999999,50,35.0,15.0,0.7,1.0
11,POR,45.0,Mike Dunleavy,1999-00,16.0,10.0,6.0,0.625,82,59.0,23.0,0.72,2.0
12,POR,46.0,Mike Dunleavy,2000-01,3.0,0.0,3.0,0.0,82,50.0,32.0,0.61,4.0
13,LAC,49.0,Mike Dunleavy,2003-04,,,,,82,28.0,54.0,0.341,7.0
14,LAC,50.0,Mike Dunleavy,2004-05,,,,,82,37.0,45.0,0.451,3.0
15,LAC,51.0,Mike Dunleavy,2005-06,12.0,7.0,5.0,0.583,82,47.0,35.0,0.573,2.0
16,LAC,52.0,Mike Dunleavy,2006-07,,,,,82,40.0,42.0,0.488,4.0
17,LAC,53.0,Mike Dunleavy,2007-08,,,,,82,23.0,59.0,0.28,5.0
18,LAC,54.0,Mike Dunleavy,2008-09,,,,,82,19.0,63.0,0.23199999999999998,4.0
19,LAC,55.0,Mike Dunleavy,2009-10,,,,,49,21.0,28.0,0.429,3.0
20,,,Mike Dunleavy,Career,71.0,38.0,33.0,0.535,1329,613.0,716.0,0.461,
0,FTW,,Charles Eckman,1954-55,11.0,6.0,5.0,0.545,72,43.0,29.0,0.597,1.0
1,FTW,,Charles Eckman,1955-56,10.0,4.0,6.0,0.4,72,37.0,35.0,0.514,1.0
2,FTW,,Charles Eckman,1956-57,2.0,0.0,2.0,0.0,72,34.0,38.0,0.47200000000000003,3.0
3,DET,,Charles Eckman,1957-58,,,,,25,9.0,16.0,0.36,2.0
4,,,Charles Eckman,Career,23.0,10.0,13.0,0.435,241,123.0,118.0,0.51,
1,HOU,34.0,Johnny Egan,1972-73,,,,,35,16.0,19.0,0.457,3.0
2,HOU,35.0,Johnny Egan,1973-74,,,,,82,32.0,50.0,0.39,3.0
3,HOU,36.0,Johnny Egan,1974-75,8.0,3.0,5.0,0.375,82,41.0,41.0,0.5,2.0
4,HOU,37.0,Johnny Egan,1975-76,,,,,82,40.0,42.0,0.488,3.0
5,,,Johnny Egan,Career,8.0,3.0,5.0,0.375,281,129.0,152.0,0.45899999999999996,
7,DEN,46.0,Mike Evans,2001-02,,,,,56,18.0,38.0,0.321,6.0
10,,,Mike Evans,Career,,,,,56,18.0,38.0,0.321,
0,BAL,30.0,Mike Farmer,1966-67,,,,,9,1.0,8.0,0.111,5.0
1,,,Mike Farmer,Career,,,,,9,1.0,8.0,0.111,
0,WSC,30.0,Bob Feerick,1949-50,2.0,0.0,2.0,0.0,68,32.0,36.0,0.47100000000000003,3.0
1,SFW,43.0,Bob Feerick,1962-63,,,,,80,31.0,49.0,0.38799999999999996,4.0
2,,,Bob Feerick,Career,2.0,0.0,2.0,0.0,148,63.0,85.0,0.426,
0,NYK,40.0,Derek Fisher,2014-15,,,,,82,17.0,65.0,0.207,5.0
1,NYK,41.0,Derek Fisher,2015-16,,,,,54,23.0,31.0,0.426,3.0
2,,,Derek Fisher,Career,,,,,136,40.0,96.0,0.294,
0,CLE,36.0,Bill Fitch,1970-71,,,,,82,15.0,67.0,0.183,4.0
1,CLE,37.0,Bill Fitch,1971-72,,,,,82,23.0,59.0,0.28,4.0
2,CLE,38.0,Bill Fitch,1972-73,,,,,82,32.0,50.0,0.39,4.0
3,CLE,39.0,Bill Fitch,1973-74,,,,,82,29.0,53.0,0.354,4.0
4,CLE,40.0,Bill Fitch,1974-75,,,,,82,40.0,42.0,0.488,3.0
5,CLE,41.0,Bill Fitch,1975-76,13.0,6.0,7.0,0.462,82,49.0,33.0,0.598,1.0
6,CLE,42.0,Bill Fitch,1976-77,3.0,1.0,2.0,0.33299999999999996,82,43.0,39.0,0.524,4.0
7,CLE,43.0,Bill Fitch,1977-78,2.0,0.0,2.0,0.0,82,43.0,39.0,0.524,3.0
8,CLE,44.0,Bill Fitch,1978-79,,,,,82,30.0,52.0,0.366,5.0
9,BOS,45.0,Bill Fitch,1979-80,9.0,5.0,4.0,0.556,82,61.0,21.0,0.7440000000000001,1.0
10,BOS,46.0,Bill Fitch,1980-81,17.0,12.0,5.0,0.706,82,62.0,20.0,0.7559999999999999,1.0
11,BOS,47.0,Bill Fitch,1981-82,12.0,7.0,5.0,0.583,82,63.0,19.0,0.768,1.0
12,BOS,48.0,Bill Fitch,1982-83,7.0,2.0,5.0,0.28600000000000003,82,56.0,26.0,0.6829999999999999,2.0
13,HOU,49.0,Bill Fitch,1983-84,,,,,82,29.0,53.0,0.354,6.0
14,HOU,50.0,Bill Fitch,1984-85,5.0,2.0,3.0,0.4,82,48.0,34.0,0.585,2.0
15,HOU,51.0,Bill Fitch,1985-86,20.0,13.0,7.0,0.65,82,51.0,31.0,0.622,1.0
16,HOU,52.0,Bill Fitch,1986-87,10.0,5.0,5.0,0.5,82,42.0,40.0,0.512,3.0
17,HOU,53.0,Bill Fitch,1987-88,4.0,1.0,3.0,0.25,82,46.0,36.0,0.561,4.0
18,NJN,55.0,Bill Fitch,1989-90,,,,,82,17.0,65.0,0.207,6.0
19,NJN,56.0,Bill Fitch,1990-91,,,,,82,26.0,56.0,0.317,5.0
20,NJN,57.0,Bill Fitch,1991-92,4.0,1.0,3.0,0.25,82,40.0,42.0,0.488,3.0
21,LAC,60.0,Bill Fitch,1994-95,,,,,82,17.0,65.0,0.207,7.0
22,LAC,61.0,Bill Fitch,1995-96,,,,,82,29.0,53.0,0.354,7.0
23,LAC,62.0,Bill Fitch,1996-97,3.0,0.0,3.0,0.0,82,36.0,46.0,0.439,5.0
24,LAC,63.0,Bill Fitch,1997-98,,,,,82,17.0,65.0,0.207,7.0
25,,,Bill Fitch,Career,109.0,55.0,54.0,0.505,2050,944.0,1106.0,0.46,
0,TRH,26.0,Dick Fitzgerald,1946-47,,,,,3,2.0,1.0,0.667,6.0
1,,,Dick Fitzgerald,Career,,,,,3,2.0,1.0,0.667,
0,PHO,39.0,Cotton Fitzsimmons,1970-71,,,,,82,48.0,34.0,0.585,3.0
1,PHO,40.0,Cotton Fitzsimmons,1971-72,,,,,82,49.0,33.0,0.598,3.0
2,ATL,41.0,Cotton Fitzsimmons,1972-73,6.0,2.0,4.0,0.33299999999999996,82,46.0,36.0,0.561,2.0
3,ATL,42.0,Cotton Fitzsimmons,1973-74,,,,,82,35.0,47.0,0.42700000000000005,2.0
4,ATL,43.0,Cotton Fitzsimmons,1974-75,,,,,82,31.0,51.0,0.37799999999999995,4.0
5,ATL,44.0,Cotton Fitzsimmons,1975-76,,,,,74,28.0,46.0,0.37799999999999995,5.0
6,BUF,46.0,Cotton Fitzsimmons,1977-78,,,,,82,27.0,55.0,0.32899999999999996,4.0
7,KCK,47.0,Cotton Fitzsimmons,1978-79,5.0,1.0,4.0,0.2,82,48.0,34.0,0.585,1.0
8,KCK,48.0,Cotton Fitzsimmons,1979-80,3.0,1.0,2.0,0.33299999999999996,82,47.0,35.0,0.573,2.0
9,KCK,49.0,Cotton Fitzsimmons,1980-81,15.0,7.0,8.0,0.467,82,40.0,42.0,0.488,2.0
10,KCK,50.0,Cotton Fitzsimmons,1981-82,,,,,82,30.0,52.0,0.366,4.0
11,KCK,51.0,Cotton Fitzsimmons,1982-83,,,,,82,45.0,37.0,0.5489999999999999,3.0
12,KCK,52.0,Cotton Fitzsimmons,1983-84,3.0,0.0,3.0,0.0,82,38.0,44.0,0.46299999999999997,4.0
13,SAS,53.0,Cotton Fitzsimmons,1984-85,5.0,2.0,3.0,0.4,82,41.0,41.0,0.5,5.0
14,SAS,54.0,Cotton Fitzsimmons,1985-86,3.0,0.0,3.0,0.0,82,35.0,47.0,0.42700000000000005,6.0
15,PHO,57.0,Cotton Fitzsimmons,1988-89,12.0,7.0,5.0,0.583,82,55.0,27.0,0.6709999999999999,2.0
16,PHO,58.0,Cotton Fitzsimmons,1989-90,16.0,9.0,7.0,0.563,82,54.0,28.0,0.659,3.0
17,PHO,59.0,Cotton Fitzsimmons,1990-91,4.0,1.0,3.0,0.25,82,55.0,27.0,0.6709999999999999,3.0
18,PHO,60.0,Cotton Fitzsimmons,1991-92,8.0,4.0,4.0,0.5,82,53.0,29.0,0.6459999999999999,3.0
19,PHO,64.0,Cotton Fitzsimmons,1995-96,4.0,1.0,3.0,0.25,49,27.0,22.0,0.551,4.0
20,PHO,65.0,Cotton Fitzsimmons,1996-97,,,,,8,0.0,8.0,0.0,4.0
21,,,Cotton Fitzsimmons,Career,84.0,35.0,49.0,0.41700000000000004,1607,832.0,775.0,0.518,
13,MEM,42.0,David Fizdale,2016-17,6.0,2.0,4.0,0.33299999999999996,82,43.0,39.0,0.524,3.0
14,MEM,43.0,David Fizdale,2017-18,,,,,19,7.0,12.0,0.368,5.0
15,NYK,44.0,David Fizdale,2018-19,,,,,74,14.0,60.0,0.18899999999999997,5.0
16,,,David Fizdale,Career,6.0,2.0,4.0,0.33299999999999996,175,64.0,111.0,0.366,
0,CHI,,Tim Floyd,1998-99,,,,,50,13.0,37.0,0.26,8.0
1,CHI,,Tim Floyd,1999-00,,,,,82,17.0,65.0,0.207,8.0
2,CHI,,Tim Floyd,2000-01,,,,,82,15.0,67.0,0.183,8.0
3,CHI,,Tim Floyd,2001-02,,,,,25,4.0,21.0,0.16,8.0
4,NOH,,Tim Floyd,2003-04,7.0,3.0,4.0,0.429,82,41.0,41.0,0.5,3.0
6,,,Tim Floyd,Career,7.0,3.0,4.0,0.429,321,90.0,231.0,0.28,
7,BOS,42.0,Chris Ford,1990-91,11.0,5.0,6.0,0.455,82,56.0,26.0,0.6829999999999999,1.0
8,BOS,43.0,Chris Ford,1991-92,10.0,6.0,4.0,0.6,82,51.0,31.0,0.622,1.0
9,BOS,44.0,Chris Ford,1992-93,4.0,1.0,3.0,0.25,82,48.0,34.0,0.585,2.0
10,BOS,45.0,Chris Ford,1993-94,,,,,82,32.0,50.0,0.39,5.0
11,BOS,46.0,Chris Ford,1994-95,4.0,1.0,3.0,0.25,82,35.0,47.0,0.42700000000000005,3.0
12,MIL,48.0,Chris Ford,1996-97,,,,,82,33.0,49.0,0.402,7.0
13,MIL,49.0,Chris Ford,1997-98,,,,,82,36.0,46.0,0.439,7.0
14,LAC,50.0,Chris Ford,1998-99,,,,,50,9.0,41.0,0.18,7.0
15,LAC,51.0,Chris Ford,1999-00,,,,,45,11.0,34.0,0.244,7.0
17,PHI,55.0,Chris Ford,2003-04,,,,,30,12.0,18.0,0.4,5.0
18,,,Chris Ford,Career,29.0,13.0,16.0,0.44799999999999995,699,323.0,376.0,0.462,
5,NJN,33.0,Lawrence Frank,2003-04,11.0,7.0,4.0,0.636,40,25.0,15.0,0.625,1.0
6,NJN,34.0,Lawrence Frank,2004-05,4.0,0.0,4.0,0.0,82,42.0,40.0,0.512,3.0
7,NJN,35.0,Lawrence Frank,2005-06,11.0,5.0,6.0,0.455,82,49.0,33.0,0.598,1.0
8,NJN,36.0,Lawrence Frank,2006-07,12.0,6.0,6.0,0.5,82,41.0,41.0,0.5,2.0
9,NJN,37.0,Lawrence Frank,2007-08,,,,,82,34.0,48.0,0.415,4.0
10,NJN,38.0,Lawrence Frank,2008-09,,,,,82,34.0,48.0,0.415,3.0
11,NJN,39.0,Lawrence Frank,2009-10,,,,,16,0.0,16.0,0.0,5.0
13,DET,41.0,Lawrence Frank,2011-12,,,,,66,25.0,41.0,0.379,4.0
14,DET,42.0,Lawrence Frank,2012-13,,,,,82,29.0,53.0,0.354,4.0
18,,,Lawrence Frank,Career,38.0,18.0,20.0,0.474,614,279.0,335.0,0.45399999999999996,
2,ATL,33.0,Mike Fratello,1980-81,,,,,3,0.0,3.0,0.0,4.0
5,ATL,36.0,Mike Fratello,1983-84,5.0,2.0,3.0,0.4,82,40.0,42.0,0.488,3.0
6,ATL,37.0,Mike Fratello,1984-85,,,,,82,34.0,48.0,0.415,5.0
7,ATL,38.0,Mike Fratello,1985-86,9.0,4.0,5.0,0.444,82,50.0,32.0,0.61,2.0
8,ATL,39.0,Mike Fratello,1986-87,9.0,4.0,5.0,0.444,82,57.0,25.0,0.695,1.0
9,ATL,40.0,Mike Fratello,1987-88,12.0,6.0,6.0,0.5,82,50.0,32.0,0.61,3.0
10,ATL,41.0,Mike Fratello,1988-89,5.0,2.0,3.0,0.4,82,52.0,30.0,0.634,3.0
11,ATL,42.0,Mike Fratello,1989-90,,,,,82,41.0,41.0,0.5,6.0
12,CLE,46.0,Mike Fratello,1993-94,3.0,0.0,3.0,0.0,82,47.0,35.0,0.573,4.0
13,CLE,47.0,Mike Fratello,1994-95,4.0,1.0,3.0,0.25,82,43.0,39.0,0.524,4.0
14,CLE,48.0,Mike Fratello,1995-96,3.0,0.0,3.0,0.0,82,47.0,35.0,0.573,3.0
15,CLE,49.0,Mike Fratello,1996-97,,,,,82,42.0,40.0,0.512,5.0
16,CLE,50.0,Mike Fratello,1997-98,4.0,1.0,3.0,0.25,82,47.0,35.0,0.573,5.0
17,CLE,51.0,Mike Fratello,1998-99,,,,,50,22.0,28.0,0.44,7.0
18,MEM,57.0,Mike Fratello,2004-05,4.0,0.0,4.0,0.0,66,40.0,26.0,0.606,4.0
19,MEM,58.0,Mike Fratello,2005-06,4.0,0.0,4.0,0.0,82,49.0,33.0,0.598,3.0
20,MEM,59.0,Mike Fratello,2006-07,,,,,30,6.0,24.0,0.2,5.0
21,,,Mike Fratello,Career,62.0,20.0,42.0,0.32299999999999995,1215,667.0,548.0,0.5489999999999999,
0,INJ,48.0,Burl Friddle,1948-49,,,,,43,14.0,29.0,0.326,6.0
1,,,Burl Friddle,Career,,,,,43,14.0,29.0,0.326,
0,STL,35.0,Harry Gallatin,1962-63,11.0,6.0,5.0,0.545,80,48.0,32.0,0.6,2.0
1,STL,36.0,Harry Gallatin,1963-64,12.0,6.0,6.0,0.5,80,46.0,34.0,0.575,2.0
2,STL,37.0,Harry Gallatin,1964-65,,,,,33,17.0,16.0,0.515,2.0
3,NYK,37.0,Harry Gallatin,1964-65,,,,,42,19.0,23.0,0.452,4.0
4,NYK,38.0,Harry Gallatin,1965-66,,,,,21,6.0,15.0,0.28600000000000003,4.0
5,,,Harry Gallatin,Career,23.0,12.0,11.0,0.522,256,136.0,120.0,0.531,
6,MIA,40.0,Alvin Gentry,1994-95,,,,,36,15.0,21.0,0.41700000000000004,4.0
10,DET,43.0,Alvin Gentry,1997-98,,,,,37,16.0,21.0,0.43200000000000005,6.0
11,DET,44.0,Alvin Gentry,1998-99,5.0,2.0,3.0,0.4,50,29.0,21.0,0.58,3.0
12,DET,45.0,Alvin Gentry,1999-00,,,,,58,28.0,30.0,0.483,4.0
13,LAC,46.0,Alvin Gentry,2000-01,,,,,82,31.0,51.0,0.37799999999999995,6.0
14,LAC,47.0,Alvin Gentry,2001-02,,,,,82,39.0,43.0,0.47600000000000003,5.0
15,LAC,48.0,Alvin Gentry,2002-03,,,,,58,19.0,39.0,0.32799999999999996,7.0
21,PHO,54.0,Alvin Gentry,2008-09,,,,,31,18.0,13.0,0.581,2.0
22,PHO,55.0,Alvin Gentry,2009-10,16.0,10.0,6.0,0.625,82,54.0,28.0,0.659,2.0
23,PHO,56.0,Alvin Gentry,2010-11,,,,,82,40.0,42.0,0.488,2.0
24,PHO,57.0,Alvin Gentry,2011-12,,,,,66,33.0,33.0,0.5,3.0
25,PHO,58.0,Alvin Gentry,2012-13,,,,,41,13.0,28.0,0.317,5.0
28,NOP,61.0,Alvin Gentry,2015-16,,,,,82,30.0,52.0,0.366,5.0
29,NOP,62.0,Alvin Gentry,2016-17,,,,,82,34.0,48.0,0.415,4.0
30,NOP,63.0,Alvin Gentry,2017-18,9.0,5.0,4.0,0.556,82,48.0,34.0,0.585,2.0
31,NOP,64.0,Alvin Gentry,2018-19,,,,,75,31.0,44.0,0.413,3.0
32,,,Alvin Gentry,Career,30.0,17.0,13.0,0.5670000000000001,1026,478.0,548.0,0.466,
0,PHW,48.0,Edward Gottlieb,1946-47,10.0,8.0,2.0,0.8,60,35.0,25.0,0.583,2.0
1,PHW,49.0,Edward Gottlieb,1947-48,13.0,6.0,7.0,0.462,48,27.0,21.0,0.563,1.0
2,PHW,50.0,Edward Gottlieb,1948-49,2.0,0.0,2.0,0.0,60,28.0,32.0,0.467,4.0
3,PHW,51.0,Edward Gottlieb,1949-50,2.0,0.0,2.0,0.0,68,26.0,42.0,0.382,4.0
4,PHW,52.0,Edward Gottlieb,1950-51,2.0,0.0,2.0,0.0,66,40.0,26.0,0.606,1.0
5,PHW,53.0,Edward Gottlieb,1951-52,3.0,1.0,2.0,0.33299999999999996,66,33.0,33.0,0.5,4.0
6,PHW,54.0,Edward Gottlieb,1952-53,,,,,69,12.0,57.0,0.174,5.0
7,PHW,55.0,Edward Gottlieb,1953-54,,,,,72,29.0,43.0,0.40299999999999997,4.0
8,PHW,56.0,Edward Gottlieb,1954-55,,,,,72,33.0,39.0,0.45799999999999996,4.0
9,,,Edward Gottlieb,Career,32.0,15.0,17.0,0.469,581,263.0,318.0,0.45299999999999996,
2,GSW,56.0,Ed Gregory,1987-88,,,,,18,4.0,14.0,0.222,5.0
3,,,Ed Gregory,Career,,,,,18,4.0,14.0,0.222,
0,STL,32.0,Richie Guerin,1964-65,4.0,1.0,3.0,0.25,47,28.0,19.0,0.596,2.0
1,STL,33.0,Richie Guerin,1965-66,10.0,6.0,4.0,0.6,80,36.0,44.0,0.45,3.0
2,STL,34.0,Richie Guerin,1966-67,9.0,5.0,4.0,0.556,81,39.0,42.0,0.48100000000000004,2.0
3,STL,35.0,Richie Guerin,1967-68,6.0,2.0,4.0,0.33299999999999996,82,56.0,26.0,0.6829999999999999,1.0
4,ATL,36.0,Richie Guerin,1968-69,11.0,5.0,6.0,0.455,82,48.0,34.0,0.585,2.0
5,ATL,37.0,Richie Guerin,1969-70,9.0,4.0,5.0,0.444,82,48.0,34.0,0.585,1.0
6,ATL,38.0,Richie Guerin,1970-71,5.0,1.0,4.0,0.2,82,36.0,46.0,0.439,2.0
7,ATL,39.0,Richie Guerin,1971-72,6.0,2.0,4.0,0.33299999999999996,82,36.0,46.0,0.439,2.0
8,,,Richie Guerin,Career,60.0,26.0,34.0,0.433,618,327.0,291.0,0.529,
2,PHI,41.0,Matt Guokas,1985-86,12.0,6.0,6.0,0.5,82,54.0,28.0,0.659,2.0
3,PHI,42.0,Matt Guokas,1986-87,5.0,2.0,3.0,0.4,82,45.0,37.0,0.5489999999999999,2.0
4,PHI,43.0,Matt Guokas,1987-88,,,,,43,20.0,23.0,0.465,4.0
5,ORL,45.0,Matt Guokas,1989-90,,,,,82,18.0,64.0,0.22,7.0
6,ORL,46.0,Matt Guokas,1990-91,,,,,82,31.0,51.0,0.37799999999999995,4.0
7,ORL,47.0,Matt Guokas,1991-92,,,,,82,21.0,61.0,0.256,7.0
8,ORL,48.0,Matt Guokas,1992-93,,,,,82,41.0,41.0,0.5,4.0
9,,,Matt Guokas,Career,17.0,8.0,9.0,0.47100000000000003,535,230.0,305.0,0.43,
0,INJ,30.0,Bruce Hale,1948-49,,,,,17,4.0,13.0,0.235,6.0
1,OAK,49.0,Bruce Hale,1967-68,,,,,78,22.0,56.0,0.282,6.0
2,,,Bruce Hale,Career,,,,,95,26.0,69.0,0.27399999999999997,
17,MIL,44.0,Frank Hamblen,1991-92,,,,,65,23.0,42.0,0.354,6.0
31,LAL,57.0,Frank Hamblen,2004-05,,,,,39,10.0,29.0,0.256,4.0
38,,,Frank Hamblen,Career,,,,,104,33.0,71.0,0.317,
0,WAS,,Leonard Hamilton,2000-01,,,,,82,19.0,63.0,0.23199999999999998,7.0
1,,,Leonard Hamilton,Career,,,,,82,19.0,63.0,0.23199999999999998,
0,STL,33.0,Alex Hannum,1956-57,10.0,6.0,4.0,0.6,31,15.0,16.0,0.484,1.0
1,STL,34.0,Alex Hannum,1957-58,11.0,8.0,3.0,0.727,72,41.0,31.0,0.569,1.0
2,SYR,37.0,Alex Hannum,1960-61,8.0,4.0,4.0,0.5,79,38.0,41.0,0.48100000000000004,3.0
3,SYR,38.0,Alex Hannum,1961-62,5.0,2.0,3.0,0.4,80,41.0,39.0,0.513,3.0
4,SYR,39.0,Alex Hannum,1962-63,5.0,2.0,3.0,0.4,80,48.0,32.0,0.6,2.0
5,SFW,40.0,Alex Hannum,1963-64,12.0,5.0,7.0,0.41700000000000004,80,48.0,32.0,0.6,1.0
6,SFW,41.0,Alex Hannum,1964-65,,,,,80,17.0,63.0,0.213,5.0
7,SFW,42.0,Alex Hannum,1965-66,,,,,80,35.0,45.0,0.43799999999999994,4.0
8,PHI,43.0,Alex Hannum,1966-67,15.0,11.0,4.0,0.733,81,68.0,13.0,0.84,1.0
9,PHI,44.0,Alex Hannum,1967-68,13.0,7.0,6.0,0.5379999999999999,82,62.0,20.0,0.7559999999999999,1.0
10,OAK,45.0,Alex Hannum,1968-69,16.0,12.0,4.0,0.75,78,60.0,18.0,0.769,1.0
11,SDR,46.0,Alex Hannum,1969-70,,,,,56,18.0,38.0,0.321,7.0
12,SDR,47.0,Alex Hannum,1970-71,,,,,82,40.0,42.0,0.488,3.0
13,DNR,48.0,Alex Hannum,1971-72,7.0,3.0,4.0,0.429,84,34.0,50.0,0.405,4.0
14,DNR,49.0,Alex Hannum,1972-73,5.0,1.0,4.0,0.2,84,47.0,37.0,0.56,3.0
15,DNR,50.0,Alex Hannum,1973-74,,,,,84,37.0,47.0,0.44,5.0
16,,,Alex Hannum,Career,107.0,61.0,46.0,0.57,1213,649.0,564.0,0.535,
6,DEN,40.0,Bill Hanzlik,1997-98,,,,,82,11.0,71.0,0.134,7.0
7,,,Bill Hanzlik,Career,,,,,82,11.0,71.0,0.134,
4,HOU,42.0,Del Harris,1979-80,7.0,2.0,5.0,0.28600000000000003,82,41.0,41.0,0.5,2.0
5,HOU,43.0,Del Harris,1980-81,21.0,12.0,9.0,0.5710000000000001,82,40.0,42.0,0.488,3.0
6,HOU,44.0,Del Harris,1981-82,3.0,1.0,2.0,0.33299999999999996,82,46.0,36.0,0.561,3.0
7,HOU,45.0,Del Harris,1982-83,,,,,82,14.0,68.0,0.171,6.0
9,MIL,50.0,Del Harris,1987-88,5.0,2.0,3.0,0.4,82,42.0,40.0,0.512,4.0
10,MIL,51.0,Del Harris,1988-89,9.0,3.0,6.0,0.33299999999999996,82,49.0,33.0,0.598,4.0
11,MIL,52.0,Del Harris,1989-90,4.0,1.0,3.0,0.25,82,44.0,38.0,0.537,3.0
12,MIL,53.0,Del Harris,1990-91,3.0,0.0,3.0,0.0,82,48.0,34.0,0.585,3.0
13,MIL,54.0,Del Harris,1991-92,,,,,17,8.0,9.0,0.47100000000000003,6.0
14,LAL,57.0,Del Harris,1994-95,10.0,5.0,5.0,0.5,82,48.0,34.0,0.585,3.0
15,LAL,58.0,Del Harris,1995-96,4.0,1.0,3.0,0.25,82,53.0,29.0,0.6459999999999999,2.0
16,LAL,59.0,Del Harris,1996-97,9.0,4.0,5.0,0.444,82,56.0,26.0,0.6829999999999999,2.0
17,LAL,60.0,Del Harris,1997-98,13.0,7.0,6.0,0.5379999999999999,82,61.0,21.0,0.7440000000000001,2.0
18,LAL,61.0,Del Harris,1998-99,,,,,12,6.0,6.0,0.5,2.0
27,,,Del Harris,Career,88.0,38.0,50.0,0.43200000000000005,1013,556.0,457.0,0.5489999999999999,
0,ROC,44.0,Les Harrison,1948-49,4.0,2.0,2.0,0.5,60,45.0,15.0,0.75,1.0
1,ROC,45.0,Les Harrison,1949-50,2.0,0.0,2.0,0.0,68,51.0,17.0,0.75,2.0
2,ROC,46.0,Les Harrison,1950-51,14.0,9.0,5.0,0.643,68,41.0,27.0,0.603,2.0
3,ROC,47.0,Les Harrison,1951-52,6.0,3.0,3.0,0.5,66,41.0,25.0,0.621,1.0
4,ROC,48.0,Les Harrison,1952-53,3.0,1.0,2.0,0.33299999999999996,70,44.0,26.0,0.629,2.0
5,ROC,49.0,Les Harrison,1953-54,6.0,3.0,3.0,0.5,72,44.0,28.0,0.611,2.0
6,ROC,50.0,Les Harrison,1954-55,3.0,1.0,2.0,0.33299999999999996,72,29.0,43.0,0.40299999999999997,3.0
7,,,Les Harrison,Career,38.0,19.0,19.0,0.5,476,295.0,181.0,0.62,
5,CHH,58.0,Dick Harter,1988-89,,,,,82,20.0,62.0,0.244,6.0
6,CHH,59.0,Dick Harter,1989-90,,,,,40,8.0,32.0,0.2,7.0
