,Team,coach_age,coach_name,season,playoff_games,playoff_wins,playoff_loses,playoff_W/L%,season_games,season_wins,season_loses,season_W/L%,season_position
18,BOS,,Jimmy Rodgers,1989-90,5.0,2.0,3.0,0.4,82,52.0,30.0,0.634,2.0
19,MIN,,Jimmy Rodgers,1991-92,,,,,82,15.0,67.0,0.183,6.0
20,MIN,,Jimmy Rodgers,1992-93,,,,,29,6.0,23.0,0.207,5.0
25,,,Jimmy Rodgers,Career,8.0,2.0,6.0,0.25,275,115.0,160.0,0.418,
0,TRH,38.0,Robert Rolfe,1946-47,,,,,44,17.0,27.0,0.386,6.0
1,,,Robert Rolfe,Career,,,,,44,17.0,27.0,0.386,
5,MIA,,Ron Rothstein,1988-89,,,,,82,15.0,67.0,0.183,6.0
6,MIA,,Ron Rothstein,1989-90,,,,,82,18.0,64.0,0.22,5.0
7,MIA,,Ron Rothstein,1990-91,,,,,82,24.0,58.0,0.293,6.0
8,DET,,Ron Rothstein,1992-93,,,,,82,40.0,42.0,0.488,6.0
26,,,Ron Rothstein,Career,,,,,328,97.0,231.0,0.29600000000000004,
0,PHI,47.0,Roy Rubin,1972-73,,,,,51,4.0,47.0,0.078,4.0
1,,,Roy Rubin,Career,,,,,51,4.0,47.0,0.078,
0,BOS,32.0,Bill Russell,1966-67,9.0,4.0,5.0,0.444,81,60.0,21.0,0.741,2.0
1,BOS,33.0,Bill Russell,1967-68,19.0,12.0,7.0,0.632,82,54.0,28.0,0.659,2.0
2,BOS,34.0,Bill Russell,1968-69,18.0,12.0,6.0,0.667,82,48.0,34.0,0.585,4.0
3,SEA,39.0,Bill Russell,1973-74,,,,,82,36.0,46.0,0.439,3.0
4,SEA,40.0,Bill Russell,1974-75,9.0,4.0,5.0,0.444,82,43.0,39.0,0.524,2.0
5,SEA,41.0,Bill Russell,1975-76,6.0,2.0,4.0,0.33299999999999996,82,43.0,39.0,0.524,2.0
6,SEA,42.0,Bill Russell,1976-77,,,,,82,40.0,42.0,0.488,4.0
7,SAC,53.0,Bill Russell,1987-88,,,,,58,17.0,41.0,0.293,6.0
8,,,Bill Russell,Career,61.0,34.0,27.0,0.557,631,341.0,290.0,0.54,
0,BOS,44.0,John Russell,1946-47,,,,,60,22.0,38.0,0.36700000000000005,5.0
1,BOS,45.0,John Russell,1947-48,3.0,1.0,2.0,0.33299999999999996,48,20.0,28.0,0.41700000000000004,3.0
2,,,John Russell,Career,3.0,1.0,2.0,0.33299999999999996,108,42.0,66.0,0.389,
0,DTF,,Philip Sachs,1946-47,,,,,26,8.0,18.0,0.308,4.0
1,,,Philip Sachs,Career,,,,,26,8.0,18.0,0.308,
0,TRH,29.0,Ed Sadowski,1946-47,,,,,12,3.0,9.0,0.25,6.0
1,,,Ed Sadowski,Career,,,,,12,3.0,9.0,0.25,
1,BOS,39.0,Tom Sanders,1977-78,,,,,48,21.0,27.0,0.43799999999999994,3.0
2,BOS,40.0,Tom Sanders,1978-79,,,,,14,2.0,12.0,0.14300000000000002,5.0
3,,,Tom Sanders,Career,,,,,62,23.0,39.0,0.371,
0,MIN,40.0,Flip Saunders,1995-96,,,,,62,20.0,42.0,0.32299999999999995,5.0
1,MIN,41.0,Flip Saunders,1996-97,3.0,0.0,3.0,0.0,82,40.0,42.0,0.488,3.0
2,MIN,42.0,Flip Saunders,1997-98,5.0,2.0,3.0,0.4,82,45.0,37.0,0.5489999999999999,3.0
3,MIN,43.0,Flip Saunders,1998-99,4.0,1.0,3.0,0.25,50,25.0,25.0,0.5,4.0
4,MIN,44.0,Flip Saunders,1999-00,4.0,1.0,3.0,0.25,82,50.0,32.0,0.61,3.0
5,MIN,45.0,Flip Saunders,2000-01,4.0,1.0,3.0,0.25,82,47.0,35.0,0.573,4.0
6,MIN,46.0,Flip Saunders,2001-02,3.0,0.0,3.0,0.0,82,50.0,32.0,0.61,3.0
7,MIN,47.0,Flip Saunders,2002-03,6.0,2.0,4.0,0.33299999999999996,82,51.0,31.0,0.622,3.0
8,MIN,48.0,Flip Saunders,2003-04,18.0,10.0,8.0,0.556,82,58.0,24.0,0.7070000000000001,1.0
9,MIN,49.0,Flip Saunders,2004-05,,,,,51,25.0,26.0,0.49,3.0
10,DET,50.0,Flip Saunders,2005-06,18.0,10.0,8.0,0.556,82,64.0,18.0,0.78,1.0
11,DET,51.0,Flip Saunders,2006-07,16.0,10.0,6.0,0.625,82,53.0,29.0,0.6459999999999999,1.0
12,DET,52.0,Flip Saunders,2007-08,17.0,10.0,7.0,0.588,82,59.0,23.0,0.72,1.0
13,WAS,54.0,Flip Saunders,2009-10,,,,,82,26.0,56.0,0.317,5.0
14,WAS,55.0,Flip Saunders,2010-11,,,,,82,23.0,59.0,0.28,5.0
15,WAS,56.0,Flip Saunders,2011-12,,,,,17,2.0,15.0,0.11800000000000001,4.0
16,MIN,59.0,Flip Saunders,2014-15,,,,,82,16.0,66.0,0.195,5.0
17,,,Flip Saunders,Career,98.0,47.0,51.0,0.48,1246,654.0,592.0,0.525,
10,MIN,,Ryan Saunders,2018-19,,,,,33,14.0,19.0,0.424,5.0
11,,,Ryan Saunders,Career,,,,,33,14.0,19.0,0.424,
0,INO,33.0,Herm Schaefer,1951-52,2.0,0.0,2.0,0.0,66,34.0,32.0,0.515,3.0
1,INO,34.0,Herm Schaefer,1952-53,2.0,0.0,2.0,0.0,71,28.0,43.0,0.39399999999999996,4.0
2,,,Herm Schaefer,Career,4.0,0.0,4.0,0.0,137,62.0,75.0,0.45299999999999996,
0,LAL,35.0,Fred Schaus,1960-61,12.0,6.0,6.0,0.5,79,36.0,43.0,0.456,2.0
1,LAL,36.0,Fred Schaus,1961-62,13.0,7.0,6.0,0.5379999999999999,80,54.0,26.0,0.675,1.0
2,LAL,37.0,Fred Schaus,1962-63,13.0,6.0,7.0,0.462,80,53.0,27.0,0.6629999999999999,1.0
3,LAL,38.0,Fred Schaus,1963-64,5.0,2.0,3.0,0.4,80,42.0,38.0,0.525,3.0
4,LAL,39.0,Fred Schaus,1964-65,11.0,5.0,6.0,0.455,80,49.0,31.0,0.613,1.0
5,LAL,40.0,Fred Schaus,1965-66,14.0,7.0,7.0,0.5,80,45.0,35.0,0.563,1.0
6,LAL,41.0,Fred Schaus,1966-67,3.0,0.0,3.0,0.0,81,36.0,45.0,0.444,3.0
7,,,Fred Schaus,Career,71.0,33.0,38.0,0.465,560,315.0,245.0,0.563,
0,PHI,35.0,Dolph Schayes,1963-64,5.0,2.0,3.0,0.4,80,34.0,46.0,0.425,3.0
1,PHI,36.0,Dolph Schayes,1964-65,11.0,6.0,5.0,0.545,80,40.0,40.0,0.5,3.0
2,PHI,37.0,Dolph Schayes,1965-66,5.0,1.0,4.0,0.2,80,55.0,25.0,0.688,1.0
3,BUF,42.0,Dolph Schayes,1970-71,,,,,82,22.0,60.0,0.268,4.0
4,BUF,43.0,Dolph Schayes,1971-72,,,,,1,0.0,1.0,0.0,4.0
5,,,Dolph Schayes,Career,21.0,9.0,12.0,0.429,323,151.0,172.0,0.467,
6,POR,46.0,Mike Schuler,1986-87,4.0,1.0,3.0,0.25,82,49.0,33.0,0.598,2.0
7,POR,47.0,Mike Schuler,1987-88,4.0,1.0,3.0,0.25,82,53.0,29.0,0.6459999999999999,2.0
8,POR,48.0,Mike Schuler,1988-89,,,,,47,25.0,22.0,0.532,5.0
10,LAC,50.0,Mike Schuler,1990-91,,,,,82,31.0,51.0,0.37799999999999995,6.0
11,LAC,51.0,Mike Schuler,1991-92,,,,,45,21.0,24.0,0.467,5.0
19,,,Mike Schuler,Career,8.0,2.0,6.0,0.25,338,179.0,159.0,0.53,
0,AND,27.0,Howie Schultz,1949-50,,,,,35,21.0,14.0,0.6,2.0
1,,,Howie Schultz,Career,,,,,35,21.0,14.0,0.6,
0,BLB,29.0,Fred Scolari,1951-52,,,,,39,12.0,27.0,0.308,5.0
1,,,Fred Scolari,Career,,,,,39,12.0,27.0,0.308,
2,NJN,39.0,Byron Scott,2000-01,,,,,82,26.0,56.0,0.317,6.0
3,NJN,40.0,Byron Scott,2001-02,20.0,11.0,9.0,0.55,82,52.0,30.0,0.634,1.0
4,NJN,41.0,Byron Scott,2002-03,20.0,14.0,6.0,0.7,82,49.0,33.0,0.598,1.0
5,NJN,42.0,Byron Scott,2003-04,,,,,42,22.0,20.0,0.524,1.0
6,NOH,43.0,Byron Scott,2004-05,,,,,82,18.0,64.0,0.22,5.0
7,NOK,44.0,Byron Scott,2005-06,,,,,82,38.0,44.0,0.46299999999999997,4.0
8,NOK,45.0,Byron Scott,2006-07,,,,,82,39.0,43.0,0.47600000000000003,4.0
9,NOH,46.0,Byron Scott,2007-08,12.0,7.0,5.0,0.583,82,56.0,26.0,0.6829999999999999,1.0
10,NOH,47.0,Byron Scott,2008-09,5.0,1.0,4.0,0.2,82,49.0,33.0,0.598,4.0
11,NOH,48.0,Byron Scott,2009-10,,,,,9,3.0,6.0,0.33299999999999996,5.0
12,CLE,49.0,Byron Scott,2010-11,,,,,82,19.0,63.0,0.23199999999999998,5.0
13,CLE,50.0,Byron Scott,2011-12,,,,,66,21.0,45.0,0.318,5.0
14,CLE,51.0,Byron Scott,2012-13,,,,,82,24.0,58.0,0.293,5.0
15,LAL,53.0,Byron Scott,2014-15,,,,,82,21.0,61.0,0.256,5.0
16,LAL,54.0,Byron Scott,2015-16,,,,,82,17.0,65.0,0.207,5.0
17,,,Byron Scott,Career,57.0,33.0,24.0,0.579,1101,454.0,647.0,0.41200000000000003,
1,DET,34.0,Ray Scott,1972-73,,,,,75,38.0,37.0,0.507,3.0
2,DET,35.0,Ray Scott,1973-74,7.0,3.0,4.0,0.429,82,52.0,30.0,0.634,3.0
3,DET,36.0,Ray Scott,1974-75,3.0,1.0,2.0,0.33299999999999996,82,40.0,42.0,0.488,3.0
4,DET,37.0,Ray Scott,1975-76,,,,,42,17.0,25.0,0.405,2.0
5,,,Ray Scott,Career,10.0,4.0,6.0,0.4,281,147.0,134.0,0.523,
0,PHW,33.0,George Senesky,1955-56,10.0,7.0,3.0,0.7,72,45.0,27.0,0.625,1.0
1,PHW,34.0,George Senesky,1956-57,2.0,0.0,2.0,0.0,72,37.0,35.0,0.514,3.0
2,PHW,35.0,George Senesky,1957-58,8.0,3.0,5.0,0.375,72,37.0,35.0,0.514,3.0
3,,,George Senesky,Career,20.0,10.0,10.0,0.5,216,119.0,97.0,0.551,
0,SYR,29.0,Paul Seymour,1956-57,5.0,2.0,3.0,0.4,60,34.0,26.0,0.5670000000000001,2.0
1,SYR,30.0,Paul Seymour,1957-58,3.0,1.0,2.0,0.33299999999999996,72,41.0,31.0,0.569,2.0
2,SYR,31.0,Paul Seymour,1958-59,9.0,5.0,4.0,0.556,72,35.0,37.0,0.486,3.0
3,SYR,32.0,Paul Seymour,1959-60,3.0,1.0,2.0,0.33299999999999996,75,45.0,30.0,0.6,3.0
4,STL,33.0,Paul Seymour,1960-61,12.0,5.0,7.0,0.41700000000000004,79,51.0,28.0,0.6459999999999999,1.0
5,STL,34.0,Paul Seymour,1961-62,,,,,14,5.0,9.0,0.35700000000000004,4.0
6,BAL,38.0,Paul Seymour,1965-66,3.0,0.0,3.0,0.0,80,38.0,42.0,0.475,2.0
9,DET,41.0,Paul Seymour,1968-69,,,,,60,22.0,38.0,0.36700000000000005,6.0
10,,,Paul Seymour,Career,35.0,14.0,21.0,0.4,512,271.0,241.0,0.529,
0,SFW,40.0,Bill Sharman,1966-67,15.0,9.0,6.0,0.6,81,44.0,37.0,0.5429999999999999,1.0
1,SFW,41.0,Bill Sharman,1967-68,10.0,4.0,6.0,0.4,82,43.0,39.0,0.524,3.0
2,LAS,42.0,Bill Sharman,1968-69,,,,,78,33.0,45.0,0.423,5.0
3,LAS,43.0,Bill Sharman,1969-70,17.0,10.0,7.0,0.588,84,43.0,41.0,0.512,4.0
4,UTS,44.0,Bill Sharman,1970-71,18.0,12.0,6.0,0.667,84,57.0,27.0,0.679,2.0
5,LAL,45.0,Bill Sharman,1971-72,15.0,12.0,3.0,0.8,82,69.0,13.0,0.841,1.0
6,LAL,46.0,Bill Sharman,1972-73,17.0,9.0,8.0,0.529,82,60.0,22.0,0.732,1.0
7,LAL,47.0,Bill Sharman,1973-74,5.0,1.0,4.0,0.2,82,47.0,35.0,0.573,1.0
8,LAL,48.0,Bill Sharman,1974-75,,,,,82,30.0,52.0,0.366,5.0
9,LAL,49.0,Bill Sharman,1975-76,,,,,82,40.0,42.0,0.488,4.0
10,,,Bill Sharman,Career,97.0,57.0,40.0,0.588,819,466.0,353.0,0.569,
8,DEN,47.0,Brian Shaw,2013-14,,,,,82,36.0,46.0,0.439,4.0
9,DEN,48.0,Brian Shaw,2014-15,,,,,59,20.0,39.0,0.33899999999999997,4.0
13,,,Brian Shaw,Career,,,,,141,56.0,85.0,0.397,
0,WAT,36.0,Charley Shipp,1949-50,,,,,35,8.0,27.0,0.22899999999999998,5.0
1,,,Charley Shipp,Career,,,,,35,8.0,27.0,0.22899999999999998,
0,BAL,35.0,Gene Shue,1966-67,,,,,56,16.0,40.0,0.28600000000000003,5.0
1,BAL,36.0,Gene Shue,1967-68,,,,,82,36.0,46.0,0.439,6.0
2,BAL,37.0,Gene Shue,1968-69,4.0,0.0,4.0,0.0,82,57.0,25.0,0.695,1.0
3,BAL,38.0,Gene Shue,1969-70,7.0,3.0,4.0,0.429,82,50.0,32.0,0.61,3.0
4,BAL,39.0,Gene Shue,1970-71,18.0,8.0,10.0,0.444,82,42.0,40.0,0.512,1.0
5,BAL,40.0,Gene Shue,1971-72,6.0,2.0,4.0,0.33299999999999996,82,38.0,44.0,0.46299999999999997,1.0
6,BAL,41.0,Gene Shue,1972-73,5.0,1.0,4.0,0.2,82,52.0,30.0,0.634,1.0
7,PHI,42.0,Gene Shue,1973-74,,,,,82,25.0,57.0,0.305,4.0
8,PHI,43.0,Gene Shue,1974-75,,,,,82,34.0,48.0,0.415,4.0
9,PHI,44.0,Gene Shue,1975-76,3.0,1.0,2.0,0.33299999999999996,82,46.0,36.0,0.561,2.0
10,PHI,45.0,Gene Shue,1976-77,19.0,10.0,9.0,0.526,82,50.0,32.0,0.61,1.0
11,PHI,46.0,Gene Shue,1977-78,,,,,6,2.0,4.0,0.33299999999999996,1.0
12,SDC,47.0,Gene Shue,1978-79,,,,,82,43.0,39.0,0.524,5.0
13,SDC,48.0,Gene Shue,1979-80,,,,,82,35.0,47.0,0.42700000000000005,5.0
14,WSB,49.0,Gene Shue,1980-81,,,,,82,39.0,43.0,0.47600000000000003,4.0
15,WSB,50.0,Gene Shue,1981-82,7.0,3.0,4.0,0.429,82,43.0,39.0,0.524,4.0
16,WSB,51.0,Gene Shue,1982-83,,,,,82,42.0,40.0,0.512,5.0
17,WSB,52.0,Gene Shue,1983-84,4.0,1.0,3.0,0.25,82,35.0,47.0,0.42700000000000005,5.0
18,WSB,53.0,Gene Shue,1984-85,4.0,1.0,3.0,0.25,82,40.0,42.0,0.488,4.0
19,WSB,54.0,Gene Shue,1985-86,,,,,69,32.0,37.0,0.46399999999999997,3.0
20,LAC,56.0,Gene Shue,1987-88,,,,,82,17.0,65.0,0.207,6.0
21,LAC,57.0,Gene Shue,1988-89,,,,,38,10.0,28.0,0.263,7.0
22,,,Gene Shue,Career,77.0,30.0,47.0,0.39,1645,784.0,861.0,0.47700000000000004,
0,SDC,37.0,Paul Silas,1980-81,,,,,82,36.0,46.0,0.439,5.0
1,SDC,38.0,Paul Silas,1981-82,,,,,82,17.0,65.0,0.207,6.0
2,SDC,39.0,Paul Silas,1982-83,,,,,82,25.0,57.0,0.305,6.0
14,CHH,55.0,Paul Silas,1998-99,,,,,35,22.0,13.0,0.629,5.0
15,CHH,56.0,Paul Silas,1999-00,4.0,1.0,3.0,0.25,82,49.0,33.0,0.598,2.0
16,CHH,57.0,Paul Silas,2000-01,10.0,6.0,4.0,0.6,82,46.0,36.0,0.561,3.0
17,CHH,58.0,Paul Silas,2001-02,9.0,4.0,5.0,0.444,82,44.0,38.0,0.537,2.0
18,NOH,59.0,Paul Silas,2002-03,6.0,2.0,4.0,0.33299999999999996,82,47.0,35.0,0.573,3.0
19,CLE,60.0,Paul Silas,2003-04,,,,,82,35.0,47.0,0.42700000000000005,5.0
20,CLE,61.0,Paul Silas,2004-05,,,,,64,34.0,30.0,0.531,4.0
21,CHA,67.0,Paul Silas,2010-11,,,,,54,25.0,29.0,0.46299999999999997,4.0
22,CHA,68.0,Paul Silas,2011-12,,,,,66,7.0,59.0,0.106,5.0
23,,,Paul Silas,Career,29.0,13.0,16.0,0.44799999999999995,875,387.0,488.0,0.442,
2,PHO,35.0,Scott Skiles,1999-00,9.0,4.0,5.0,0.444,62,40.0,22.0,0.645,3.0
3,PHO,36.0,Scott Skiles,2000-01,4.0,1.0,3.0,0.25,82,51.0,31.0,0.622,3.0
4,PHO,37.0,Scott Skiles,2001-02,,,,,51,25.0,26.0,0.49,6.0
5,CHI,39.0,Scott Skiles,2003-04,,,,,66,19.0,47.0,0.28800000000000003,8.0
6,CHI,40.0,Scott Skiles,2004-05,6.0,2.0,4.0,0.33299999999999996,82,47.0,35.0,0.573,2.0
7,CHI,41.0,Scott Skiles,2005-06,6.0,2.0,4.0,0.33299999999999996,82,41.0,41.0,0.5,4.0
8,CHI,42.0,Scott Skiles,2006-07,10.0,6.0,4.0,0.6,82,49.0,33.0,0.598,3.0
9,CHI,43.0,Scott Skiles,2007-08,,,,,25,9.0,16.0,0.36,4.0
10,MIL,44.0,Scott Skiles,2008-09,,,,,82,34.0,48.0,0.415,5.0
11,MIL,45.0,Scott Skiles,2009-10,7.0,3.0,4.0,0.429,82,46.0,36.0,0.561,2.0
12,MIL,46.0,Scott Skiles,2010-11,,,,,82,35.0,47.0,0.42700000000000005,3.0
13,MIL,47.0,Scott Skiles,2011-12,,,,,66,31.0,35.0,0.47,3.0
14,MIL,48.0,Scott Skiles,2012-13,,,,,32,16.0,16.0,0.5,3.0
15,ORL,51.0,Scott Skiles,2015-16,,,,,82,35.0,47.0,0.42700000000000005,5.0
16,,,Scott Skiles,Career,42.0,18.0,24.0,0.429,958,478.0,480.0,0.499,
1,CHI,37.0,Jerry Sloan,1979-80,,,,,82,30.0,52.0,0.366,4.0
2,CHI,38.0,Jerry Sloan,1980-81,6.0,2.0,4.0,0.33299999999999996,82,45.0,37.0,0.5489999999999999,2.0
3,CHI,39.0,Jerry Sloan,1981-82,,,,,51,19.0,32.0,0.373,5.0
8,UTA,46.0,Jerry Sloan,1988-89,3.0,0.0,3.0,0.0,65,40.0,25.0,0.615,1.0
9,UTA,47.0,Jerry Sloan,1989-90,5.0,2.0,3.0,0.4,82,55.0,27.0,0.6709999999999999,2.0
10,UTA,48.0,Jerry Sloan,1990-91,9.0,4.0,5.0,0.444,82,54.0,28.0,0.659,2.0
11,UTA,49.0,Jerry Sloan,1991-92,16.0,9.0,7.0,0.563,82,55.0,27.0,0.6709999999999999,1.0
12,UTA,50.0,Jerry Sloan,1992-93,5.0,2.0,3.0,0.4,82,47.0,35.0,0.573,3.0
13,UTA,51.0,Jerry Sloan,1993-94,16.0,8.0,8.0,0.5,82,53.0,29.0,0.6459999999999999,3.0
14,UTA,52.0,Jerry Sloan,1994-95,5.0,2.0,3.0,0.4,82,60.0,22.0,0.732,2.0
15,UTA,53.0,Jerry Sloan,1995-96,18.0,10.0,8.0,0.556,82,55.0,27.0,0.6709999999999999,2.0
16,UTA,54.0,Jerry Sloan,1996-97,20.0,13.0,7.0,0.65,82,64.0,18.0,0.78,1.0
17,UTA,55.0,Jerry Sloan,1997-98,20.0,13.0,7.0,0.65,82,62.0,20.0,0.7559999999999999,1.0
18,UTA,56.0,Jerry Sloan,1998-99,11.0,5.0,6.0,0.455,50,37.0,13.0,0.74,2.0
19,UTA,57.0,Jerry Sloan,1999-00,10.0,4.0,6.0,0.4,82,55.0,27.0,0.6709999999999999,1.0
20,UTA,58.0,Jerry Sloan,2000-01,5.0,2.0,3.0,0.4,82,53.0,29.0,0.6459999999999999,2.0
21,UTA,59.0,Jerry Sloan,2001-02,4.0,1.0,3.0,0.25,82,44.0,38.0,0.537,4.0
22,UTA,60.0,Jerry Sloan,2002-03,5.0,1.0,4.0,0.2,82,47.0,35.0,0.573,4.0
23,UTA,61.0,Jerry Sloan,2003-04,,,,,82,42.0,40.0,0.512,7.0
24,UTA,62.0,Jerry Sloan,2004-05,,,,,82,26.0,56.0,0.317,5.0
25,UTA,63.0,Jerry Sloan,2005-06,,,,,82,41.0,41.0,0.5,2.0
26,UTA,64.0,Jerry Sloan,2006-07,17.0,9.0,8.0,0.529,82,51.0,31.0,0.622,1.0
27,UTA,65.0,Jerry Sloan,2007-08,12.0,6.0,6.0,0.5,82,54.0,28.0,0.659,1.0
28,UTA,66.0,Jerry Sloan,2008-09,5.0,1.0,4.0,0.2,82,48.0,34.0,0.585,3.0
29,UTA,67.0,Jerry Sloan,2009-10,10.0,4.0,6.0,0.4,82,53.0,29.0,0.6459999999999999,2.0
30,UTA,68.0,Jerry Sloan,2010-11,,,,,54,31.0,23.0,0.574,4.0
31,,,Jerry Sloan,Career,202.0,98.0,104.0,0.485,2024,1221.0,803.0,0.603,
3,CLE,38.0,Keith Smart,2002-03,,,,,40,9.0,31.0,0.225,8.0
11,GSW,46.0,Keith Smart,2010-11,,,,,82,36.0,46.0,0.439,3.0
13,SAC,47.0,Keith Smart,2011-12,,,,,59,20.0,39.0,0.33899999999999997,5.0
14,SAC,48.0,Keith Smart,2012-13,,,,,82,28.0,54.0,0.341,4.0
20,,,Keith Smart,Career,,,,,263,93.0,170.0,0.354,
0,WAT,27.0,Jack Smiley,1949-50,,,,,27,11.0,16.0,0.40700000000000003,5.0
1,,,Jack Smiley,Career,,,,,27,11.0,16.0,0.40700000000000003,
4,UTA,48.0,Quin Snyder,2014-15,,,,,82,38.0,44.0,0.46299999999999997,3.0
5,UTA,49.0,Quin Snyder,2015-16,,,,,82,40.0,42.0,0.488,3.0
6,UTA,50.0,Quin Snyder,2016-17,11.0,4.0,7.0,0.364,82,51.0,31.0,0.622,1.0
7,UTA,51.0,Quin Snyder,2017-18,11.0,5.0,6.0,0.455,82,48.0,34.0,0.585,3.0
8,UTA,52.0,Quin Snyder,2018-19,,,,,74,44.0,30.0,0.595,3.0
9,,,Quin Snyder,Career,22.0,9.0,13.0,0.409,402,221.0,181.0,0.55,
0,PRO,33.0,Albert Soar,1947-48,,,,,19,2.0,17.0,0.105,4.0
1,,,Albert Soar,Career,,,,,19,2.0,17.0,0.105,
11,MIA,38.0,Erik Spoelstra,2008-09,7.0,3.0,4.0,0.429,82,43.0,39.0,0.524,3.0
12,MIA,39.0,Erik Spoelstra,2009-10,5.0,1.0,4.0,0.2,82,47.0,35.0,0.573,3.0
13,MIA,40.0,Erik Spoelstra,2010-11,21.0,14.0,7.0,0.667,82,58.0,24.0,0.7070000000000001,1.0
14,MIA,41.0,Erik Spoelstra,2011-12,23.0,16.0,7.0,0.696,66,46.0,20.0,0.6970000000000001,1.0
15,MIA,42.0,Erik Spoelstra,2012-13,23.0,16.0,7.0,0.696,82,66.0,16.0,0.805,1.0
16,MIA,43.0,Erik Spoelstra,2013-14,20.0,13.0,7.0,0.65,82,54.0,28.0,0.659,1.0
17,MIA,44.0,Erik Spoelstra,2014-15,,,,,82,37.0,45.0,0.451,3.0
18,MIA,45.0,Erik Spoelstra,2015-16,14.0,7.0,7.0,0.5,82,48.0,34.0,0.585,1.0
19,MIA,46.0,Erik Spoelstra,2016-17,,,,,82,41.0,41.0,0.5,3.0
20,MIA,47.0,Erik Spoelstra,2017-18,5.0,1.0,4.0,0.2,82,44.0,38.0,0.537,1.0
21,MIA,48.0,Erik Spoelstra,2018-19,,,,,73,36.0,37.0,0.493,1.0
22,,,Erik Spoelstra,Career,118.0,71.0,47.0,0.602,877,520.0,357.0,0.593,
11,SAC,,Garry St. Jean,1992-93,,,,,82,25.0,57.0,0.305,7.0
12,SAC,,Garry St. Jean,1993-94,,,,,82,28.0,54.0,0.341,6.0
13,SAC,,Garry St. Jean,1994-95,,,,,82,39.0,43.0,0.47600000000000003,5.0
14,SAC,,Garry St. Jean,1995-96,4.0,1.0,3.0,0.25,82,39.0,43.0,0.47600000000000003,5.0
15,SAC,,Garry St. Jean,1996-97,,,,,67,28.0,39.0,0.418,6.0
16,GSW,,Garry St. Jean,1999-00,,,,,55,13.0,42.0,0.23600000000000002,6.0
17,,,Garry St. Jean,Career,4.0,1.0,3.0,0.25,450,172.0,278.0,0.382,
7,WSB,,Bob Staak,1996-97,,,,,1,0.0,1.0,0.0,4.0
12,,,Bob Staak,Career,,,,,1,0.0,1.0,0.0,
0,INA,31.0,Larry Staverman,1967-68,3.0,0.0,3.0,0.0,78,38.0,40.0,0.48700000000000004,3.0
1,INA,32.0,Larry Staverman,1968-69,,,,,9,2.0,7.0,0.222,1.0
2,KCK,41.0,Larry Staverman,1977-78,,,,,45,18.0,27.0,0.4,5.0
3,,,Larry Staverman,Career,3.0,0.0,3.0,0.0,132,58.0,74.0,0.439,
0,BOS,37.0,Brad Stevens,2013-14,,,,,82,25.0,57.0,0.305,4.0
1,BOS,38.0,Brad Stevens,2014-15,4.0,0.0,4.0,0.0,82,40.0,42.0,0.488,2.0
2,BOS,39.0,Brad Stevens,2015-16,6.0,2.0,4.0,0.33299999999999996,82,48.0,34.0,0.585,2.0
3,BOS,40.0,Brad Stevens,2016-17,18.0,9.0,9.0,0.5,82,53.0,29.0,0.6459999999999999,1.0
4,BOS,41.0,Brad Stevens,2017-18,19.0,11.0,8.0,0.579,82,55.0,27.0,0.6709999999999999,2.0
5,BOS,42.0,Brad Stevens,2018-19,,,,,74,43.0,31.0,0.581,3.0
6,,,Brad Stevens,Career,47.0,22.0,25.0,0.46799999999999997,484,264.0,220.0,0.545,
9,ATL,45.0,Terry Stotts,2002-03,,,,,55,24.0,31.0,0.436,5.0
10,ATL,46.0,Terry Stotts,2003-04,,,,,82,28.0,54.0,0.341,7.0
12,MIL,48.0,Terry Stotts,2005-06,5.0,1.0,4.0,0.2,82,40.0,42.0,0.488,5.0
13,MIL,49.0,Terry Stotts,2006-07,,,,,64,23.0,41.0,0.359,5.0
18,POR,55.0,Terry Stotts,2012-13,,,,,82,33.0,49.0,0.402,4.0
19,POR,56.0,Terry Stotts,2013-14,11.0,5.0,6.0,0.455,82,54.0,28.0,0.659,2.0
20,POR,57.0,Terry Stotts,2014-15,5.0,1.0,4.0,0.2,82,51.0,31.0,0.622,1.0
21,POR,58.0,Terry Stotts,2015-16,11.0,5.0,6.0,0.455,82,44.0,38.0,0.537,2.0
22,POR,59.0,Terry Stotts,2016-17,4.0,0.0,4.0,0.0,82,41.0,41.0,0.5,3.0
23,POR,60.0,Terry Stotts,2017-18,4.0,0.0,4.0,0.0,82,49.0,33.0,0.598,1.0
24,POR,61.0,Terry Stotts,2018-19,,,,,73,46.0,27.0,0.63,2.0
25,,,Terry Stotts,Career,40.0,12.0,28.0,0.3,848,433.0,415.0,0.511,
0,SHE,33.0,Ken Suesens,1949-50,3.0,1.0,2.0,0.33299999999999996,62,22.0,40.0,0.355,4.0
1,,,Ken Suesens,Career,3.0,1.0,2.0,0.33299999999999996,62,22.0,40.0,0.355,
0,WAS,,Ed Tapscott,2008-09,,,,,71,18.0,53.0,0.254,5.0
1,,,Ed Tapscott,Career,,,,,71,18.0,53.0,0.254,
0,SAS,62.0,Jerry Tarkanian,1992-93,,,,,20,9.0,11.0,0.45,2.0
1,,,Jerry Tarkanian,Career,,,,,20,9.0,11.0,0.45,
0,SAC,50.0,Reggie Theus,2007-08,,,,,82,38.0,44.0,0.46299999999999997,4.0
1,SAC,51.0,Reggie Theus,2008-09,,,,,24,6.0,18.0,0.25,5.0
