,Team,coach_age,coach_name,season,playoff_games,playoff_wins,playoff_loses,playoff_W/L%,season_games,season_wins,season_loses,season_W/L%,season_position
653,MEM,43.0,David Fizdale,2018,,,,,19,7.0,12.0,0.368,5.0
654,NYK,44.0,David Fizdale,2019,,,,,74,14.0,60.0,0.189,5.0
656,CHI,,Tim Floyd,1999,,,,,50,13.0,37.0,0.26,8.0
657,CHI,,Tim Floyd,1900,,,,,82,17.0,65.0,0.207,8.0
658,CHI,,Tim Floyd,2001,,,,,82,15.0,67.0,0.183,8.0
659,CHI,,Tim Floyd,2002,,,,,25,4.0,21.0,0.16,8.0
660,NOH,,Tim Floyd,2004,7.0,3.0,4.0,0.429,82,41.0,41.0,0.5,3.0
662,BOS,42.0,Chris Ford,1991,11.0,5.0,6.0,0.455,82,56.0,26.0,0.6829999999999999,1.0
663,BOS,43.0,Chris Ford,1992,10.0,6.0,4.0,0.6,82,51.0,31.0,0.622,1.0
664,BOS,44.0,Chris Ford,1993,4.0,1.0,3.0,0.25,82,48.0,34.0,0.585,2.0
665,BOS,45.0,Chris Ford,1994,,,,,82,32.0,50.0,0.39,5.0
666,BOS,46.0,Chris Ford,1995,4.0,1.0,3.0,0.25,82,35.0,47.0,0.4270000000000001,3.0
667,MIL,48.0,Chris Ford,1997,,,,,82,33.0,49.0,0.402,7.0
668,MIL,49.0,Chris Ford,1998,,,,,82,36.0,46.0,0.439,7.0
669,LAC,50.0,Chris Ford,1999,,,,,50,9.0,41.0,0.18,7.0
670,LAC,51.0,Chris Ford,1900,,,,,45,11.0,34.0,0.244,7.0
671,PHI,55.0,Chris Ford,2004,,,,,30,12.0,18.0,0.4,5.0
673,NJN,33.0,Lawrence Frank,2004,11.0,7.0,4.0,0.636,40,25.0,15.0,0.625,1.0
674,NJN,34.0,Lawrence Frank,2005,4.0,0.0,4.0,0.0,82,42.0,40.0,0.512,3.0
675,NJN,35.0,Lawrence Frank,2006,11.0,5.0,6.0,0.455,82,49.0,33.0,0.598,1.0
676,NJN,36.0,Lawrence Frank,2007,12.0,6.0,6.0,0.5,82,41.0,41.0,0.5,2.0
677,NJN,37.0,Lawrence Frank,2008,,,,,82,34.0,48.0,0.415,4.0
678,NJN,38.0,Lawrence Frank,2009,,,,,82,34.0,48.0,0.415,3.0
679,NJN,39.0,Lawrence Frank,2010,,,,,16,0.0,16.0,0.0,5.0
680,DET,41.0,Lawrence Frank,2012,,,,,66,25.0,41.0,0.379,4.0
681,DET,42.0,Lawrence Frank,2013,,,,,82,29.0,53.0,0.354,4.0
683,ATL,33.0,Mike Fratello,1981,,,,,3,0.0,3.0,0.0,4.0
684,ATL,36.0,Mike Fratello,1984,5.0,2.0,3.0,0.4,82,40.0,42.0,0.488,3.0
685,ATL,37.0,Mike Fratello,1985,,,,,82,34.0,48.0,0.415,5.0
686,ATL,38.0,Mike Fratello,1986,9.0,4.0,5.0,0.444,82,50.0,32.0,0.61,2.0
687,ATL,39.0,Mike Fratello,1987,9.0,4.0,5.0,0.444,82,57.0,25.0,0.695,1.0
688,ATL,40.0,Mike Fratello,1988,12.0,6.0,6.0,0.5,82,50.0,32.0,0.61,3.0
689,ATL,41.0,Mike Fratello,1989,5.0,2.0,3.0,0.4,82,52.0,30.0,0.634,3.0
690,ATL,42.0,Mike Fratello,1990,,,,,82,41.0,41.0,0.5,6.0
691,CLE,46.0,Mike Fratello,1994,3.0,0.0,3.0,0.0,82,47.0,35.0,0.573,4.0
692,CLE,47.0,Mike Fratello,1995,4.0,1.0,3.0,0.25,82,43.0,39.0,0.524,4.0
693,CLE,48.0,Mike Fratello,1996,3.0,0.0,3.0,0.0,82,47.0,35.0,0.573,3.0
694,CLE,49.0,Mike Fratello,1997,,,,,82,42.0,40.0,0.512,5.0
695,CLE,50.0,Mike Fratello,1998,4.0,1.0,3.0,0.25,82,47.0,35.0,0.573,5.0
696,CLE,51.0,Mike Fratello,1999,,,,,50,22.0,28.0,0.44,7.0
697,MEM,57.0,Mike Fratello,2005,4.0,0.0,4.0,0.0,66,40.0,26.0,0.606,4.0
698,MEM,58.0,Mike Fratello,2006,4.0,0.0,4.0,0.0,82,49.0,33.0,0.598,3.0
699,MEM,59.0,Mike Fratello,2007,,,,,30,6.0,24.0,0.2,5.0
701,INJ,48.0,Burl Friddle,1949,,,,,43,14.0,29.0,0.326,6.0
703,STL,35.0,Harry Gallatin,1963,11.0,6.0,5.0,0.545,80,48.0,32.0,0.6,2.0
704,STL,36.0,Harry Gallatin,1964,12.0,6.0,6.0,0.5,80,46.0,34.0,0.575,2.0
705,STL,37.0,Harry Gallatin,1965,,,,,33,17.0,16.0,0.515,2.0
706,NYK,37.0,Harry Gallatin,1965,,,,,42,19.0,23.0,0.452,4.0
707,NYK,38.0,Harry Gallatin,1966,,,,,21,6.0,15.0,0.28600000000000003,4.0
709,MIA,40.0,Alvin Gentry,1995,,,,,36,15.0,21.0,0.417,4.0
710,DET,43.0,Alvin Gentry,1998,,,,,37,16.0,21.0,0.4320000000000001,6.0
711,DET,44.0,Alvin Gentry,1999,5.0,2.0,3.0,0.4,50,29.0,21.0,0.58,3.0
712,DET,45.0,Alvin Gentry,1900,,,,,58,28.0,30.0,0.483,4.0
713,LAC,46.0,Alvin Gentry,2001,,,,,82,31.0,51.0,0.378,6.0
714,LAC,47.0,Alvin Gentry,2002,,,,,82,39.0,43.0,0.476,5.0
715,LAC,48.0,Alvin Gentry,2003,,,,,58,19.0,39.0,0.328,7.0
716,PHO,54.0,Alvin Gentry,2009,,,,,31,18.0,13.0,0.581,2.0
717,PHO,55.0,Alvin Gentry,2010,16.0,10.0,6.0,0.625,82,54.0,28.0,0.659,2.0
718,PHO,56.0,Alvin Gentry,2011,,,,,82,40.0,42.0,0.488,2.0
719,PHO,57.0,Alvin Gentry,2012,,,,,66,33.0,33.0,0.5,3.0
720,PHO,58.0,Alvin Gentry,2013,,,,,41,13.0,28.0,0.317,5.0
721,NOP,61.0,Alvin Gentry,2016,,,,,82,30.0,52.0,0.366,5.0
722,NOP,62.0,Alvin Gentry,2017,,,,,82,34.0,48.0,0.415,4.0
723,NOP,63.0,Alvin Gentry,2018,9.0,5.0,4.0,0.556,82,48.0,34.0,0.585,2.0
724,NOP,64.0,Alvin Gentry,2019,,,,,75,31.0,44.0,0.413,3.0
726,PHW,48.0,Edward Gottlieb,1947,10.0,8.0,2.0,0.8,60,35.0,25.0,0.583,2.0
727,PHW,49.0,Edward Gottlieb,1948,13.0,6.0,7.0,0.462,48,27.0,21.0,0.563,1.0
728,PHW,50.0,Edward Gottlieb,1949,2.0,0.0,2.0,0.0,60,28.0,32.0,0.467,4.0
729,PHW,51.0,Edward Gottlieb,1950,2.0,0.0,2.0,0.0,68,26.0,42.0,0.382,4.0
730,PHW,52.0,Edward Gottlieb,1951,2.0,0.0,2.0,0.0,66,40.0,26.0,0.606,1.0
731,PHW,53.0,Edward Gottlieb,1952,3.0,1.0,2.0,0.333,66,33.0,33.0,0.5,4.0
732,PHW,54.0,Edward Gottlieb,1953,,,,,69,12.0,57.0,0.174,5.0
733,PHW,55.0,Edward Gottlieb,1954,,,,,72,29.0,43.0,0.403,4.0
734,PHW,56.0,Edward Gottlieb,1955,,,,,72,33.0,39.0,0.458,4.0
736,GSW,56.0,Ed Gregory,1988,,,,,18,4.0,14.0,0.222,5.0
738,STL,32.0,Richie Guerin,1965,4.0,1.0,3.0,0.25,47,28.0,19.0,0.596,2.0
739,STL,33.0,Richie Guerin,1966,10.0,6.0,4.0,0.6,80,36.0,44.0,0.45,3.0
740,STL,34.0,Richie Guerin,1967,9.0,5.0,4.0,0.556,81,39.0,42.0,0.481,2.0
741,STL,35.0,Richie Guerin,1968,6.0,2.0,4.0,0.333,82,56.0,26.0,0.6829999999999999,1.0
742,ATL,36.0,Richie Guerin,1969,11.0,5.0,6.0,0.455,82,48.0,34.0,0.585,2.0
743,ATL,37.0,Richie Guerin,1970,9.0,4.0,5.0,0.444,82,48.0,34.0,0.585,1.0
744,ATL,38.0,Richie Guerin,1971,5.0,1.0,4.0,0.2,82,36.0,46.0,0.439,2.0
745,ATL,39.0,Richie Guerin,1972,6.0,2.0,4.0,0.333,82,36.0,46.0,0.439,2.0
747,PHI,41.0,Matt Guokas,1986,12.0,6.0,6.0,0.5,82,54.0,28.0,0.659,2.0
748,PHI,42.0,Matt Guokas,1987,5.0,2.0,3.0,0.4,82,45.0,37.0,0.5489999999999999,2.0
749,PHI,43.0,Matt Guokas,1988,,,,,43,20.0,23.0,0.465,4.0
750,ORL,45.0,Matt Guokas,1990,,,,,82,18.0,64.0,0.22,7.0
751,ORL,46.0,Matt Guokas,1991,,,,,82,31.0,51.0,0.378,4.0
752,ORL,47.0,Matt Guokas,1992,,,,,82,21.0,61.0,0.256,7.0
753,ORL,48.0,Matt Guokas,1993,,,,,82,41.0,41.0,0.5,4.0
755,INJ,30.0,Bruce Hale,1949,,,,,17,4.0,13.0,0.235,6.0
756,OAK,49.0,Bruce Hale,1968,,,,,78,22.0,56.0,0.282,6.0
758,MIL,44.0,Frank Hamblen,1992,,,,,65,23.0,42.0,0.354,6.0
759,LAL,57.0,Frank Hamblen,2005,,,,,39,10.0,29.0,0.256,4.0
761,WAS,,Leonard Hamilton,2001,,,,,82,19.0,63.0,0.232,7.0
763,STL,33.0,Alex Hannum,1957,10.0,6.0,4.0,0.6,31,15.0,16.0,0.484,1.0
764,STL,34.0,Alex Hannum,1958,11.0,8.0,3.0,0.727,72,41.0,31.0,0.569,1.0
765,SYR,37.0,Alex Hannum,1961,8.0,4.0,4.0,0.5,79,38.0,41.0,0.481,3.0
766,SYR,38.0,Alex Hannum,1962,5.0,2.0,3.0,0.4,80,41.0,39.0,0.513,3.0
767,SYR,39.0,Alex Hannum,1963,5.0,2.0,3.0,0.4,80,48.0,32.0,0.6,2.0
768,SFW,40.0,Alex Hannum,1964,12.0,5.0,7.0,0.417,80,48.0,32.0,0.6,1.0
769,SFW,41.0,Alex Hannum,1965,,,,,80,17.0,63.0,0.213,5.0
770,SFW,42.0,Alex Hannum,1966,,,,,80,35.0,45.0,0.438,4.0
771,PHI,43.0,Alex Hannum,1967,15.0,11.0,4.0,0.733,81,68.0,13.0,0.84,1.0
772,PHI,44.0,Alex Hannum,1968,13.0,7.0,6.0,0.5379999999999999,82,62.0,20.0,0.7559999999999999,1.0
773,OAK,45.0,Alex Hannum,1969,16.0,12.0,4.0,0.75,78,60.0,18.0,0.769,1.0
774,SDR,46.0,Alex Hannum,1970,,,,,56,18.0,38.0,0.321,7.0
775,SDR,47.0,Alex Hannum,1971,,,,,82,40.0,42.0,0.488,3.0
776,DNR,48.0,Alex Hannum,1972,7.0,3.0,4.0,0.429,84,34.0,50.0,0.405,4.0
777,DNR,49.0,Alex Hannum,1973,5.0,1.0,4.0,0.2,84,47.0,37.0,0.56,3.0
778,DNR,50.0,Alex Hannum,1974,,,,,84,37.0,47.0,0.44,5.0
780,DEN,40.0,Bill Hanzlik,1998,,,,,82,11.0,71.0,0.134,7.0
782,HOU,42.0,Del Harris,1980,7.0,2.0,5.0,0.28600000000000003,82,41.0,41.0,0.5,2.0
783,HOU,43.0,Del Harris,1981,21.0,12.0,9.0,0.5710000000000001,82,40.0,42.0,0.488,3.0
784,HOU,44.0,Del Harris,1982,3.0,1.0,2.0,0.333,82,46.0,36.0,0.561,3.0
785,HOU,45.0,Del Harris,1983,,,,,82,14.0,68.0,0.171,6.0
786,MIL,50.0,Del Harris,1988,5.0,2.0,3.0,0.4,82,42.0,40.0,0.512,4.0
787,MIL,51.0,Del Harris,1989,9.0,3.0,6.0,0.333,82,49.0,33.0,0.598,4.0
788,MIL,52.0,Del Harris,1990,4.0,1.0,3.0,0.25,82,44.0,38.0,0.537,3.0
789,MIL,53.0,Del Harris,1991,3.0,0.0,3.0,0.0,82,48.0,34.0,0.585,3.0
790,MIL,54.0,Del Harris,1992,,,,,17,8.0,9.0,0.471,6.0
791,LAL,57.0,Del Harris,1995,10.0,5.0,5.0,0.5,82,48.0,34.0,0.585,3.0
792,LAL,58.0,Del Harris,1996,4.0,1.0,3.0,0.25,82,53.0,29.0,0.6459999999999999,2.0
793,LAL,59.0,Del Harris,1997,9.0,4.0,5.0,0.444,82,56.0,26.0,0.6829999999999999,2.0
794,LAL,60.0,Del Harris,1998,13.0,7.0,6.0,0.5379999999999999,82,61.0,21.0,0.7440000000000001,2.0
795,LAL,61.0,Del Harris,1999,,,,,12,6.0,6.0,0.5,2.0
797,ROC,44.0,Les Harrison,1949,4.0,2.0,2.0,0.5,60,45.0,15.0,0.75,1.0
798,ROC,45.0,Les Harrison,1950,2.0,0.0,2.0,0.0,68,51.0,17.0,0.75,2.0
799,ROC,46.0,Les Harrison,1951,14.0,9.0,5.0,0.643,68,41.0,27.0,0.603,2.0
800,ROC,47.0,Les Harrison,1952,6.0,3.0,3.0,0.5,66,41.0,25.0,0.621,1.0
801,ROC,48.0,Les Harrison,1953,3.0,1.0,2.0,0.333,70,44.0,26.0,0.629,2.0
802,ROC,49.0,Les Harrison,1954,6.0,3.0,3.0,0.5,72,44.0,28.0,0.611,2.0
803,ROC,50.0,Les Harrison,1955,3.0,1.0,2.0,0.333,72,29.0,43.0,0.403,3.0
805,CHH,58.0,Dick Harter,1989,,,,,82,20.0,62.0,0.244,6.0
806,CHH,59.0,Dick Harter,1990,,,,,40,8.0,32.0,0.2,7.0
808,TRH,,Lew Hayman,1947,,,,,1,0.0,1.0,0.0,6.0
810,DAL,44.0,Gar Heard,1993,,,,,53,9.0,44.0,0.17,6.0
811,WAS,51.0,Gar Heard,1900,,,,,44,14.0,30.0,0.318,7.0
813,BOS,35.0,Tom Heinsohn,1970,,,,,82,34.0,48.0,0.415,6.0
814,BOS,36.0,Tom Heinsohn,1971,,,,,82,44.0,38.0,0.537,3.0
815,BOS,37.0,Tom Heinsohn,1972,11.0,5.0,6.0,0.455,82,56.0,26.0,0.6829999999999999,1.0
816,BOS,38.0,Tom Heinsohn,1973,13.0,7.0,6.0,0.5379999999999999,82,68.0,14.0,0.8290000000000001,1.0
817,BOS,39.0,Tom Heinsohn,1974,18.0,12.0,6.0,0.667,82,56.0,26.0,0.6829999999999999,1.0
818,BOS,40.0,Tom Heinsohn,1975,11.0,6.0,5.0,0.545,82,60.0,22.0,0.732,1.0
819,BOS,41.0,Tom Heinsohn,1976,18.0,12.0,6.0,0.667,82,54.0,28.0,0.659,1.0
820,BOS,42.0,Tom Heinsohn,1977,9.0,5.0,4.0,0.556,82,44.0,38.0,0.537,2.0
821,BOS,43.0,Tom Heinsohn,1978,,,,,34,11.0,23.0,0.324,3.0
823,PRO,46.0,Nat Hickey,1948,,,,,29,4.0,25.0,0.138,4.0
825,NYK,38.0,Bob Hill,1987,,,,,66,20.0,46.0,0.303,5.0
826,IND,42.0,Bob Hill,1991,5.0,2.0,3.0,0.4,57,32.0,25.0,0.561,5.0
827,IND,43.0,Bob Hill,1992,3.0,0.0,3.0,0.0,82,40.0,42.0,0.488,4.0
828,IND,44.0,Bob Hill,1993,4.0,1.0,3.0,0.25,82,41.0,41.0,0.5,5.0
829,SAS,46.0,Bob Hill,1995,15.0,9.0,6.0,0.6,82,62.0,20.0,0.7559999999999999,1.0
830,SAS,47.0,Bob Hill,1996,10.0,5.0,5.0,0.5,82,59.0,23.0,0.72,1.0
831,SAS,48.0,Bob Hill,1997,,,,,18,3.0,15.0,0.16699999999999998,6.0
832,SEA,57.0,Bob Hill,2006,,,,,52,22.0,30.0,0.423,3.0
833,SEA,58.0,Bob Hill,2007,,,,,82,31.0,51.0,0.378,5.0
835,ORL,46.0,Brian Hill,1994,3.0,0.0,3.0,0.0,82,50.0,32.0,0.61,2.0
836,ORL,47.0,Brian Hill,1995,21.0,11.0,10.0,0.524,82,57.0,25.0,0.695,1.0
837,ORL,48.0,Brian Hill,1996,12.0,7.0,5.0,0.583,82,60.0,22.0,0.732,1.0
838,ORL,49.0,Brian Hill,1997,,,,,49,24.0,25.0,0.49,3.0
839,VAN,50.0,Brian Hill,1998,,,,,82,19.0,63.0,0.232,6.0
840,VAN,51.0,Brian Hill,1999,,,,,50,8.0,42.0,0.16,7.0
841,VAN,52.0,Brian Hill,1900,,,,,22,4.0,18.0,0.182,7.0
842,ORL,58.0,Brian Hill,2006,,,,,82,36.0,46.0,0.439,3.0
843,ORL,59.0,Brian Hill,2007,4.0,0.0,4.0,0.0,82,40.0,42.0,0.488,3.0
845,CHI,43.0,Fred Hoiberg,2016,,,,,82,42.0,40.0,0.512,4.0
846,CHI,44.0,Fred Hoiberg,2017,6.0,2.0,4.0,0.333,82,41.0,41.0,0.5,4.0
847,CHI,45.0,Fred Hoiberg,2018,,,,,82,27.0,55.0,0.329,5.0
848,CHI,46.0,Fred Hoiberg,2019,,,,,24,5.0,19.0,0.208,4.0
850,VAN,46.0,Lionel Hollins,1900,,,,,60,18.0,42.0,0.3,7.0
851,MEM,51.0,Lionel Hollins,2005,,,,,4,0.0,4.0,0.0,4.0
852,MEM,55.0,Lionel Hollins,2009,,,,,39,13.0,26.0,0.333,5.0
853,MEM,56.0,Lionel Hollins,2010,,,,,82,40.0,42.0,0.488,4.0
854,MEM,57.0,Lionel Hollins,2011,13.0,7.0,6.0,0.5379999999999999,82,46.0,36.0,0.561,4.0
855,MEM,58.0,Lionel Hollins,2012,7.0,3.0,4.0,0.429,66,41.0,25.0,0.621,2.0
856,MEM,59.0,Lionel Hollins,2013,15.0,8.0,7.0,0.5329999999999999,82,56.0,26.0,0.6829999999999999,2.0
857,BRK,61.0,Lionel Hollins,2015,6.0,2.0,4.0,0.333,82,38.0,44.0,0.463,3.0
858,BRK,62.0,Lionel Hollins,2016,,,,,37,10.0,27.0,0.27,4.0
860,MLH,33.0,Red Holzman,1954,,,,,26,10.0,16.0,0.385,4.0
861,MLH,34.0,Red Holzman,1955,,,,,72,26.0,46.0,0.361,4.0
862,STL,35.0,Red Holzman,1956,8.0,4.0,4.0,0.5,72,33.0,39.0,0.458,3.0
863,STL,36.0,Red Holzman,1957,,,,,33,14.0,19.0,0.424,1.0
864,NYK,47.0,Red Holzman,1968,6.0,2.0,4.0,0.333,44,28.0,16.0,0.636,3.0
865,NYK,48.0,Red Holzman,1969,10.0,6.0,4.0,0.6,82,54.0,28.0,0.659,3.0
866,NYK,49.0,Red Holzman,1970,19.0,12.0,7.0,0.632,82,60.0,22.0,0.732,1.0
867,NYK,50.0,Red Holzman,1971,12.0,7.0,5.0,0.583,82,52.0,30.0,0.634,1.0
868,NYK,51.0,Red Holzman,1972,16.0,9.0,7.0,0.563,82,48.0,34.0,0.585,2.0
869,NYK,52.0,Red Holzman,1973,17.0,12.0,5.0,0.706,82,57.0,25.0,0.695,2.0
870,NYK,53.0,Red Holzman,1974,12.0,5.0,7.0,0.417,82,49.0,33.0,0.598,2.0
871,NYK,54.0,Red Holzman,1975,3.0,1.0,2.0,0.333,82,40.0,42.0,0.488,3.0
872,NYK,55.0,Red Holzman,1976,,,,,82,38.0,44.0,0.463,4.0
873,NYK,56.0,Red Holzman,1977,,,,,82,40.0,42.0,0.488,3.0
874,NYK,58.0,Red Holzman,1979,,,,,68,25.0,43.0,0.368,4.0
875,NYK,59.0,Red Holzman,1980,,,,,82,39.0,43.0,0.476,4.0
876,NYK,60.0,Red Holzman,1981,2.0,0.0,2.0,0.0,82,50.0,32.0,0.61,3.0
877,NYK,61.0,Red Holzman,1982,,,,,82,33.0,49.0,0.402,5.0
879,SEA,43.0,Bob Hopkins,1978,,,,,22,5.0,17.0,0.227,3.0
881,PHO,50.0,Jeff Hornacek,2014,,,,,82,48.0,34.0,0.585,3.0
882,PHO,51.0,Jeff Hornacek,2015,,,,,82,39.0,43.0,0.476,3.0
883,PHO,52.0,Jeff Hornacek,2016,,,,,49,14.0,35.0,0.28600000000000003,4.0
884,NYK,53.0,Jeff Hornacek,2017,,,,,82,31.0,51.0,0.378,3.0
885,NYK,54.0,Jeff Hornacek,2018,,,,,82,29.0,53.0,0.354,4.0
887,LAC,57.0,Kim Hughes,2010,,,,,33,8.0,25.0,0.242,3.0
889,SAC,,Rex Hughes,1992,,,,,57,22.0,35.0,0.386,7.0
890,SAS,,Rex Hughes,1993,,,,,1,1.0,0.0,1.0,2.0
892,DEN,45.0,Melvin Hunt,2015,,,,,23,10.0,13.0,0.435,4.0
894,PHO,42.0,Lindsey Hunter,2013,,,,,41,12.0,29.0,0.293,5.0
896,MEM,51.0,Marc Iavaroni,2008,,,,,82,22.0,60.0,0.268,5.0
897,MEM,52.0,Marc Iavaroni,2009,,,,,41,11.0,30.0,0.268,5.0
899,POR,45.0,Stu Inman,1972,,,,,26,6.0,20.0,0.231,5.0
901,IND,36.0,George Irvine,1985,,,,,82,22.0,60.0,0.268,6.0
902,IND,37.0,George Irvine,1986,,,,,82,26.0,56.0,0.317,6.0
903,IND,40.0,George Irvine,1989,,,,,20,6.0,14.0,0.3,6.0
904,DET,51.0,George Irvine,1900,3.0,0.0,3.0,0.0,24,14.0,10.0,0.583,4.0
905,DET,52.0,George Irvine,2001,,,,,82,32.0,50.0,0.39,5.0
907,DEN,44.0,Dan Issel,1993,,,,,82,36.0,46.0,0.439,4.0
908,DEN,45.0,Dan Issel,1994,12.0,6.0,6.0,0.5,82,42.0,40.0,0.512,4.0
909,DEN,46.0,Dan Issel,1995,,,,,34,18.0,16.0,0.529,4.0
910,DEN,51.0,Dan Issel,1900,,,,,82,35.0,47.0,0.4270000000000001,5.0
911,DEN,52.0,Dan Issel,2001,,,,,82,40.0,42.0,0.488,6.0
912,DEN,53.0,Dan Issel,2002,,,,,26,9.0,17.0,0.34600000000000003,6.0
914,GSW,46.0,Mark Jackson,2012,,,,,66,23.0,43.0,0.348,4.0
915,GSW,47.0,Mark Jackson,2013,12.0,6.0,6.0,0.5,82,47.0,35.0,0.573,2.0
916,GSW,48.0,Mark Jackson,2014,7.0,3.0,4.0,0.429,82,51.0,31.0,0.622,2.0
918,CHI,44.0,Phil Jackson,1990,16.0,10.0,6.0,0.625,82,55.0,27.0,0.6709999999999999,2.0
919,CHI,45.0,Phil Jackson,1991,17.0,15.0,2.0,0.882,82,61.0,21.0,0.7440000000000001,1.0
920,CHI,46.0,Phil Jackson,1992,22.0,15.0,7.0,0.682,82,67.0,15.0,0.8170000000000001,1.0
921,CHI,47.0,Phil Jackson,1993,19.0,15.0,4.0,0.789,82,57.0,25.0,0.695,1.0
922,CHI,48.0,Phil Jackson,1994,10.0,6.0,4.0,0.6,82,55.0,27.0,0.6709999999999999,2.0
923,CHI,49.0,Phil Jackson,1995,10.0,5.0,5.0,0.5,82,47.0,35.0,0.573,3.0
924,CHI,50.0,Phil Jackson,1996,18.0,15.0,3.0,0.833,82,72.0,10.0,0.878,1.0
925,CHI,51.0,Phil Jackson,1997,19.0,15.0,4.0,0.789,82,69.0,13.0,0.841,1.0
926,CHI,52.0,Phil Jackson,1998,21.0,15.0,6.0,0.7140000000000001,82,62.0,20.0,0.7559999999999999,1.0
927,LAL,54.0,Phil Jackson,1900,23.0,15.0,8.0,0.652,82,67.0,15.0,0.8170000000000001,1.0
928,LAL,55.0,Phil Jackson,2001,16.0,15.0,1.0,0.938,82,56.0,26.0,0.6829999999999999,1.0
929,LAL,56.0,Phil Jackson,2002,19.0,15.0,4.0,0.789,82,58.0,24.0,0.7070000000000001,2.0
930,LAL,57.0,Phil Jackson,2003,12.0,6.0,6.0,0.5,82,50.0,32.0,0.61,2.0
931,LAL,58.0,Phil Jackson,2004,22.0,13.0,9.0,0.591,82,56.0,26.0,0.6829999999999999,1.0
932,LAL,60.0,Phil Jackson,2006,7.0,3.0,4.0,0.429,82,45.0,37.0,0.5489999999999999,3.0
933,LAL,61.0,Phil Jackson,2007,5.0,1.0,4.0,0.2,82,42.0,40.0,0.512,2.0
934,LAL,62.0,Phil Jackson,2008,21.0,14.0,7.0,0.667,82,57.0,25.0,0.695,1.0
935,LAL,63.0,Phil Jackson,2009,23.0,16.0,7.0,0.696,82,65.0,17.0,0.7929999999999999,1.0
936,LAL,64.0,Phil Jackson,2010,23.0,16.0,7.0,0.696,82,57.0,25.0,0.695,1.0
937,LAL,65.0,Phil Jackson,2011,10.0,4.0,6.0,0.4,82,57.0,25.0,0.695,1.0
939,NYK,,Stu Jackson,1990,10.0,4.0,6.0,0.4,82,45.0,37.0,0.5489999999999999,3.0
940,NYK,,Stu Jackson,1991,,,,,15,7.0,8.0,0.467,3.0
941,VAN,,Stu Jackson,1997,,,,,39,6.0,33.0,0.154,7.0
943,BLB,30.0,Buddy Jeannette,1948,11.0,8.0,3.0,0.727,48,28.0,20.0,0.583,2.0
944,BLB,31.0,Buddy Jeannette,1949,3.0,1.0,2.0,0.333,60,29.0,31.0,0.483,3.0
945,BLB,32.0,Buddy Jeannette,1950,,,,,68,25.0,43.0,0.368,5.0
946,BLB,33.0,Buddy Jeannette,1951,,,,,37,14.0,23.0,0.378,5.0
947,BAL,47.0,Buddy Jeannette,1965,10.0,5.0,5.0,0.5,80,37.0,43.0,0.463,3.0
948,BAL,49.0,Buddy Jeannette,1967,,,,,16,3.0,13.0,0.188,5.0
949,PTP,52.0,Buddy Jeannette,1970,,,,,45,15.0,30.0,0.333,5.0
951,ORL,35.0,Chris Jent,2005,,,,,18,5.0,13.0,0.278,3.0
953,MEM,39.0,Dave Joerger,2014,7.0,3.0,4.0,0.429,82,50.0,32.0,0.61,3.0
954,MEM,40.0,Dave Joerger,2015,11.0,6.0,5.0,0.545,82,55.0,27.0,0.6709999999999999,2.0
955,MEM,41.0,Dave Joerger,2016,4.0,0.0,4.0,0.0,82,42.0,40.0,0.512,3.0
956,SAC,42.0,Dave Joerger,2017,,,,,82,32.0,50.0,0.39,3.0
957,SAC,43.0,Dave Joerger,2018,,,,,82,27.0,55.0,0.329,4.0
958,SAC,44.0,Dave Joerger,2019,,,,,73,36.0,37.0,0.493,3.0
960,DAL,39.0,Avery Johnson,2005,13.0,6.0,7.0,0.462,18,16.0,2.0,0.889,2.0
961,DAL,40.0,Avery Johnson,2006,23.0,14.0,9.0,0.609,82,60.0,22.0,0.732,2.0
962,DAL,41.0,Avery Johnson,2007,6.0,2.0,4.0,0.333,82,67.0,15.0,0.8170000000000001,1.0
963,DAL,42.0,Avery Johnson,2008,5.0,1.0,4.0,0.2,82,51.0,31.0,0.622,4.0
964,NJN,45.0,Avery Johnson,2011,,,,,82,24.0,58.0,0.293,4.0
965,NJN,46.0,Avery Johnson,2012,,,,,66,22.0,44.0,0.333,5.0
966,BRK,47.0,Avery Johnson,2013,,,,,28,14.0,14.0,0.5,2.0
968,LAC,48.0,Dennis Johnson,2003,,,,,24,8.0,16.0,0.333,7.0
970,PHO,43.0,Frank Johnson,2002,,,,,31,11.0,20.0,0.355,6.0
971,PHO,44.0,Frank Johnson,2003,6.0,2.0,4.0,0.333,82,44.0,38.0,0.537,4.0
972,PHO,45.0,Frank Johnson,2004,,,,,21,8.0,13.0,0.381,6.0
974,LAL,34.0,Magic Johnson,1994,,,,,16,5.0,11.0,0.313,5.0
976,KCO,,Phil Johnson,1974,,,,,58,27.0,31.0,0.466,4.0
977,KCO,,Phil Johnson,1975,6.0,2.0,4.0,0.333,82,44.0,38.0,0.537,2.0
978,KCK,,Phil Johnson,1976,,,,,82,31.0,51.0,0.378,3.0
979,KCK,,Phil Johnson,1977,,,,,82,40.0,42.0,0.488,4.0
980,KCK,,Phil Johnson,1978,,,,,37,13.0,24.0,0.35100000000000003,5.0
981,CHI,,Phil Johnson,1982,,,,,1,0.0,1.0,0.0,5.0
982,KCK,,Phil Johnson,1985,,,,,73,30.0,43.0,0.411,6.0
983,SAC,,Phil Johnson,1986,3.0,0.0,3.0,0.0,82,37.0,45.0,0.451,5.0
