,Team,coach_age,coach_name,season,playoff_games,playoff_wins,playoff_loses,playoff_W/L%,season_games,season_wins,season_loses,season_W/L%,season_position
1315,IND,53.0,Nate McMillan,2018,7.0,3.0,4.0,0.429,82,48.0,34.0,0.585,2.0
1316,IND,54.0,Nate McMillan,2019,,,,,74,45.0,29.0,0.608,2.0
1318,FTW,51.0,Murray Mendenhall,1950,4.0,2.0,2.0,0.5,68,40.0,28.0,0.588,3.0
1319,FTW,52.0,Murray Mendenhall,1951,3.0,1.0,2.0,0.333,68,32.0,36.0,0.471,3.0
1321,MNL,33.0,George Mikan,1958,,,,,39,9.0,30.0,0.231,4.0
1323,TOR,41.0,Sam Mitchell,2005,,,,,82,33.0,49.0,0.402,4.0
1324,TOR,42.0,Sam Mitchell,2006,,,,,82,27.0,55.0,0.329,4.0
1325,TOR,43.0,Sam Mitchell,2007,6.0,2.0,4.0,0.333,82,47.0,35.0,0.573,1.0
1326,TOR,44.0,Sam Mitchell,2008,5.0,1.0,4.0,0.2,82,41.0,41.0,0.5,2.0
1327,TOR,45.0,Sam Mitchell,2009,,,,,17,8.0,9.0,0.471,4.0
1328,MIN,52.0,Sam Mitchell,2016,,,,,82,29.0,53.0,0.354,5.0
1330,SAS,38.0,Doug Moe,1977,2.0,0.0,2.0,0.0,82,44.0,38.0,0.537,3.0
1331,SAS,39.0,Doug Moe,1978,6.0,2.0,4.0,0.333,82,52.0,30.0,0.634,1.0
1332,SAS,40.0,Doug Moe,1979,14.0,7.0,7.0,0.5,82,48.0,34.0,0.585,1.0
1333,SAS,41.0,Doug Moe,1980,,,,,66,33.0,33.0,0.5,3.0
1334,DEN,42.0,Doug Moe,1981,,,,,51,26.0,25.0,0.51,4.0
1335,DEN,43.0,Doug Moe,1982,3.0,1.0,2.0,0.333,82,46.0,36.0,0.561,2.0
1336,DEN,44.0,Doug Moe,1983,8.0,3.0,5.0,0.375,82,45.0,37.0,0.5489999999999999,2.0
1337,DEN,45.0,Doug Moe,1984,5.0,2.0,3.0,0.4,82,38.0,44.0,0.463,3.0
1338,DEN,46.0,Doug Moe,1985,15.0,8.0,7.0,0.5329999999999999,82,52.0,30.0,0.634,1.0
1339,DEN,47.0,Doug Moe,1986,10.0,5.0,5.0,0.5,82,47.0,35.0,0.573,2.0
1340,DEN,48.0,Doug Moe,1987,3.0,0.0,3.0,0.0,82,37.0,45.0,0.451,4.0
1341,DEN,49.0,Doug Moe,1988,11.0,5.0,6.0,0.455,82,54.0,28.0,0.659,1.0
1342,DEN,50.0,Doug Moe,1989,3.0,0.0,3.0,0.0,82,44.0,38.0,0.537,3.0
1343,DEN,51.0,Doug Moe,1990,3.0,0.0,3.0,0.0,82,43.0,39.0,0.524,4.0
1344,PHI,54.0,Doug Moe,1993,,,,,56,19.0,37.0,0.339,6.0
1346,GSW,57.0,Mike Montgomery,2005,,,,,82,34.0,48.0,0.415,5.0
1347,GSW,58.0,Mike Montgomery,2006,,,,,82,34.0,48.0,0.415,5.0
1349,AND,38.0,Doxie Moore,1950,8.0,4.0,4.0,0.5,26,15.0,11.0,0.5770000000000001,2.0
1350,MLH,40.0,Doxie Moore,1952,,,,,66,17.0,49.0,0.258,5.0
1352,PRO,,Robert Morris,1947,,,,,60,28.0,32.0,0.467,4.0
1354,CHI,37.0,Dick Motta,1969,,,,,82,33.0,49.0,0.402,5.0
1355,CHI,38.0,Dick Motta,1970,5.0,1.0,4.0,0.2,82,39.0,43.0,0.476,3.0
1356,CHI,39.0,Dick Motta,1971,7.0,3.0,4.0,0.429,82,51.0,31.0,0.622,2.0
1357,CHI,40.0,Dick Motta,1972,4.0,0.0,4.0,0.0,82,57.0,25.0,0.695,2.0
1358,CHI,41.0,Dick Motta,1973,7.0,3.0,4.0,0.429,82,51.0,31.0,0.622,2.0
1359,CHI,42.0,Dick Motta,1974,11.0,4.0,7.0,0.364,82,54.0,28.0,0.659,2.0
1360,CHI,43.0,Dick Motta,1975,13.0,7.0,6.0,0.5379999999999999,82,47.0,35.0,0.573,1.0
1361,CHI,44.0,Dick Motta,1976,,,,,82,24.0,58.0,0.293,4.0
1362,WSB,45.0,Dick Motta,1977,9.0,4.0,5.0,0.444,82,48.0,34.0,0.585,2.0
1363,WSB,46.0,Dick Motta,1978,21.0,14.0,7.0,0.667,82,44.0,38.0,0.537,2.0
1364,WSB,47.0,Dick Motta,1979,19.0,9.0,10.0,0.474,82,54.0,28.0,0.659,1.0
1365,WSB,48.0,Dick Motta,1980,2.0,0.0,2.0,0.0,82,39.0,43.0,0.476,3.0
1366,DAL,49.0,Dick Motta,1981,,,,,82,15.0,67.0,0.183,6.0
1367,DAL,50.0,Dick Motta,1982,,,,,82,28.0,54.0,0.341,5.0
1368,DAL,51.0,Dick Motta,1983,,,,,82,38.0,44.0,0.463,4.0
1369,DAL,52.0,Dick Motta,1984,10.0,4.0,6.0,0.4,82,43.0,39.0,0.524,2.0
1370,DAL,53.0,Dick Motta,1985,4.0,1.0,3.0,0.25,82,44.0,38.0,0.537,3.0
1371,DAL,54.0,Dick Motta,1986,10.0,5.0,5.0,0.5,82,44.0,38.0,0.537,3.0
1372,DAL,55.0,Dick Motta,1987,4.0,1.0,3.0,0.25,82,55.0,27.0,0.6709999999999999,1.0
1373,SAC,58.0,Dick Motta,1990,,,,,54,16.0,38.0,0.29600000000000004,7.0
1374,SAC,59.0,Dick Motta,1991,,,,,82,25.0,57.0,0.305,7.0
1375,SAC,60.0,Dick Motta,1992,,,,,25,7.0,18.0,0.28,7.0
1376,DAL,63.0,Dick Motta,1995,,,,,82,36.0,46.0,0.439,5.0
1377,DAL,64.0,Dick Motta,1996,,,,,82,26.0,56.0,0.317,6.0
1378,DEN,65.0,Dick Motta,1997,,,,,69,17.0,52.0,0.246,5.0
1380,LAL,45.0,Joe Mullaney,1970,18.0,11.0,7.0,0.611,82,46.0,36.0,0.561,2.0
1381,LAL,46.0,Joe Mullaney,1971,12.0,5.0,7.0,0.417,82,48.0,34.0,0.585,1.0
1382,KEN,47.0,Joe Mullaney,1972,6.0,2.0,4.0,0.333,84,68.0,16.0,0.81,1.0
1383,KEN,48.0,Joe Mullaney,1973,19.0,11.0,8.0,0.579,84,56.0,28.0,0.667,2.0
1384,UTS,49.0,Joe Mullaney,1974,18.0,9.0,9.0,0.5,84,51.0,33.0,0.607,1.0
1385,MMS,50.0,Joe Mullaney,1975,5.0,1.0,4.0,0.2,84,27.0,57.0,0.321,4.0
1386,SSL,51.0,Joe Mullaney,1976,,,,,37,15.0,22.0,0.405,6.0
1387,BUF,52.0,Joe Mullaney,1977,,,,,29,11.0,18.0,0.379,4.0
1389,SDS,,Bill Musselman,1976,,,,,11,3.0,8.0,0.273,
1390,VIR,,Bill Musselman,1976,,,,,26,4.0,22.0,0.154,7.0
1391,CLE,,Bill Musselman,1981,,,,,71,25.0,46.0,0.35200000000000004,5.0
1392,CLE,,Bill Musselman,1982,,,,,23,2.0,21.0,0.087,6.0
1393,MIN,,Bill Musselman,1990,,,,,82,22.0,60.0,0.268,6.0
1394,MIN,,Bill Musselman,1991,,,,,82,29.0,53.0,0.354,5.0
1396,GSW,,Eric Musselman,2003,,,,,82,38.0,44.0,0.463,6.0
1397,GSW,,Eric Musselman,2004,,,,,82,37.0,45.0,0.451,4.0
1398,SAC,,Eric Musselman,2007,,,,,82,33.0,49.0,0.402,5.0
1400,CHI,40.0,Pete Myers,2004,,,,,2,0.0,2.0,0.0,8.0
1401,CHI,44.0,Pete Myers,2008,,,,,1,0.0,1.0,0.0,4.0
1403,SAC,50.0,Kenny Natt,2009,,,,,58,11.0,47.0,0.19,5.0
1405,MIL,36.0,Don Nelson,1977,,,,,64,27.0,37.0,0.422,6.0
1406,MIL,37.0,Don Nelson,1978,9.0,5.0,4.0,0.556,82,44.0,38.0,0.537,2.0
1407,MIL,38.0,Don Nelson,1979,,,,,82,38.0,44.0,0.463,3.0
1408,MIL,39.0,Don Nelson,1980,7.0,3.0,4.0,0.429,82,49.0,33.0,0.598,1.0
1409,MIL,40.0,Don Nelson,1981,7.0,3.0,4.0,0.429,82,60.0,22.0,0.732,1.0
1410,MIL,41.0,Don Nelson,1982,6.0,2.0,4.0,0.333,82,55.0,27.0,0.6709999999999999,1.0
1411,MIL,42.0,Don Nelson,1983,9.0,5.0,4.0,0.556,82,51.0,31.0,0.622,1.0
1412,MIL,43.0,Don Nelson,1984,16.0,8.0,8.0,0.5,82,50.0,32.0,0.61,1.0
1413,MIL,44.0,Don Nelson,1985,8.0,3.0,5.0,0.375,82,59.0,23.0,0.72,1.0
1414,MIL,45.0,Don Nelson,1986,14.0,7.0,7.0,0.5,82,57.0,25.0,0.695,1.0
1415,MIL,46.0,Don Nelson,1987,12.0,6.0,6.0,0.5,82,50.0,32.0,0.61,3.0
1416,GSW,48.0,Don Nelson,1989,8.0,4.0,4.0,0.5,82,43.0,39.0,0.524,4.0
1417,GSW,49.0,Don Nelson,1990,,,,,82,37.0,45.0,0.451,5.0
1418,GSW,50.0,Don Nelson,1991,9.0,4.0,5.0,0.444,82,44.0,38.0,0.537,4.0
1419,GSW,51.0,Don Nelson,1992,4.0,1.0,3.0,0.25,82,55.0,27.0,0.6709999999999999,2.0
1420,GSW,52.0,Don Nelson,1993,,,,,82,34.0,48.0,0.415,6.0
1421,GSW,53.0,Don Nelson,1994,3.0,0.0,3.0,0.0,82,50.0,32.0,0.61,3.0
1422,GSW,54.0,Don Nelson,1995,,,,,45,14.0,31.0,0.311,6.0
1423,NYK,55.0,Don Nelson,1996,,,,,59,34.0,25.0,0.5760000000000001,2.0
1424,DAL,57.0,Don Nelson,1998,,,,,66,16.0,50.0,0.242,5.0
1425,DAL,58.0,Don Nelson,1999,,,,,50,19.0,31.0,0.38,5.0
1426,DAL,59.0,Don Nelson,1900,,,,,82,40.0,42.0,0.488,4.0
1427,DAL,60.0,Don Nelson,2001,10.0,4.0,6.0,0.4,82,53.0,29.0,0.6459999999999999,3.0
1428,DAL,61.0,Don Nelson,2002,8.0,4.0,4.0,0.5,82,57.0,25.0,0.695,2.0
1429,DAL,62.0,Don Nelson,2003,20.0,10.0,10.0,0.5,82,60.0,22.0,0.732,2.0
1430,DAL,63.0,Don Nelson,2004,5.0,1.0,4.0,0.2,82,52.0,30.0,0.634,3.0
1431,DAL,64.0,Don Nelson,2005,,,,,64,42.0,22.0,0.6559999999999999,2.0
1432,GSW,66.0,Don Nelson,2007,11.0,5.0,6.0,0.455,82,42.0,40.0,0.512,3.0
1433,GSW,67.0,Don Nelson,2008,,,,,82,48.0,34.0,0.585,3.0
1434,GSW,68.0,Don Nelson,2009,,,,,82,29.0,53.0,0.354,3.0
1435,GSW,69.0,Don Nelson,2010,,,,,82,26.0,56.0,0.317,4.0
1437,DLC,39.0,Tom Nissalke,1972,4.0,0.0,4.0,0.0,84,42.0,42.0,0.5,3.0
1438,SEA,40.0,Tom Nissalke,1973,,,,,45,13.0,32.0,0.289,4.0
1439,SAA,41.0,Tom Nissalke,1974,7.0,3.0,4.0,0.429,84,45.0,39.0,0.536,3.0
1440,SAA,42.0,Tom Nissalke,1975,,,,,28,18.0,10.0,0.643,2.0
1441,UTS,42.0,Tom Nissalke,1975,6.0,2.0,4.0,0.333,28,14.0,14.0,0.5,4.0
1442,UTS,43.0,Tom Nissalke,1976,,,,,16,4.0,12.0,0.25,
1443,HOU,44.0,Tom Nissalke,1977,12.0,6.0,6.0,0.5,82,49.0,33.0,0.598,1.0
1444,HOU,45.0,Tom Nissalke,1978,,,,,82,28.0,54.0,0.341,6.0
1445,HOU,46.0,Tom Nissalke,1979,2.0,0.0,2.0,0.0,82,47.0,35.0,0.573,2.0
1446,UTA,47.0,Tom Nissalke,1980,,,,,82,24.0,58.0,0.293,5.0
1447,UTA,48.0,Tom Nissalke,1981,,,,,82,28.0,54.0,0.341,5.0
1448,UTA,49.0,Tom Nissalke,1982,,,,,20,8.0,12.0,0.4,6.0
1449,CLE,50.0,Tom Nissalke,1983,,,,,82,23.0,59.0,0.28,5.0
1450,CLE,51.0,Tom Nissalke,1984,,,,,82,28.0,54.0,0.341,4.0
1452,TOR,,Nick Nurse,2019,,,,,74,51.0,23.0,0.6890000000000001,1.0
1454,BOS,48.0,Jim O'Brien,2001,,,,,48,24.0,24.0,0.5,5.0
1455,BOS,49.0,Jim O'Brien,2002,16.0,9.0,7.0,0.563,82,49.0,33.0,0.598,2.0
1456,BOS,50.0,Jim O'Brien,2003,10.0,4.0,6.0,0.4,82,44.0,38.0,0.537,3.0
1457,BOS,51.0,Jim O'Brien,2004,,,,,46,22.0,24.0,0.478,4.0
1458,PHI,52.0,Jim O'Brien,2005,5.0,1.0,4.0,0.2,82,43.0,39.0,0.524,2.0
1459,IND,55.0,Jim O'Brien,2008,,,,,82,36.0,46.0,0.439,3.0
1460,IND,56.0,Jim O'Brien,2009,,,,,82,36.0,46.0,0.439,4.0
1461,IND,57.0,Jim O'Brien,2010,,,,,82,32.0,50.0,0.39,4.0
1462,IND,58.0,Jim O'Brien,2011,,,,,44,17.0,27.0,0.386,2.0
1464,TOR,47.0,Kevin O'Neill,2004,,,,,82,33.0,49.0,0.402,6.0
1466,CHS,51.0,Harold Olsen,1947,11.0,5.0,6.0,0.455,61,39.0,22.0,0.639,1.0
1467,CHS,52.0,Harold Olsen,1948,5.0,2.0,3.0,0.4,48,28.0,20.0,0.583,3.0
1468,CHS,53.0,Harold Olsen,1949,2.0,0.0,2.0,0.0,49,28.0,21.0,0.5710000000000001,3.0
1470,STL,29.0,Bob Pettit,1962,,,,,6,4.0,2.0,0.667,4.0
1472,LAL,,Randy Pfund,1993,5.0,2.0,3.0,0.4,82,39.0,43.0,0.476,5.0
1473,LAL,,Randy Pfund,1994,,,,,64,27.0,37.0,0.422,5.0
1475,STL,36.0,Andy Phillip,1959,,,,,10,6.0,4.0,0.6,1.0
1477,ATL,42.0,Lloyd Pierce,2019,,,,,74,26.0,48.0,0.35100000000000003,5.0
1479,NYK,35.0,Rick Pitino,1988,4.0,1.0,3.0,0.25,82,38.0,44.0,0.463,3.0
1480,NYK,36.0,Rick Pitino,1989,9.0,5.0,4.0,0.556,82,52.0,30.0,0.634,1.0
1481,BOS,45.0,Rick Pitino,1998,,,,,82,36.0,46.0,0.439,6.0
1482,BOS,46.0,Rick Pitino,1999,,,,,50,19.0,31.0,0.38,5.0
1483,BOS,47.0,Rick Pitino,1900,,,,,82,35.0,47.0,0.4270000000000001,5.0
1484,BOS,48.0,Rick Pitino,2001,,,,,34,12.0,22.0,0.353,5.0
1486,MNL,37.0,Jim Pollard,1960,9.0,5.0,4.0,0.556,39,14.0,25.0,0.359,3.0
1487,CHP,39.0,Jim Pollard,1962,,,,,80,18.0,62.0,0.225,5.0
1488,MNM,45.0,Jim Pollard,1968,10.0,4.0,6.0,0.4,78,50.0,28.0,0.6409999999999999,2.0
1489,MMF,46.0,Jim Pollard,1969,12.0,5.0,7.0,0.417,78,43.0,35.0,0.551,2.0
1490,MMF,47.0,Jim Pollard,1970,,,,,20,5.0,15.0,0.25,6.0
1492,SAS,48.0,Gregg Popovich,1997,,,,,64,17.0,47.0,0.266,6.0
1493,SAS,49.0,Gregg Popovich,1998,9.0,4.0,5.0,0.444,82,56.0,26.0,0.6829999999999999,2.0
1494,SAS,50.0,Gregg Popovich,1999,17.0,15.0,2.0,0.882,50,37.0,13.0,0.74,1.0
1495,SAS,51.0,Gregg Popovich,1900,4.0,1.0,3.0,0.25,82,53.0,29.0,0.6459999999999999,2.0
1496,SAS,52.0,Gregg Popovich,2001,13.0,7.0,6.0,0.5379999999999999,82,58.0,24.0,0.7070000000000001,1.0
1497,SAS,53.0,Gregg Popovich,2002,10.0,4.0,6.0,0.4,82,58.0,24.0,0.7070000000000001,1.0
1498,SAS,54.0,Gregg Popovich,2003,24.0,16.0,8.0,0.667,82,60.0,22.0,0.732,1.0
1499,SAS,55.0,Gregg Popovich,2004,10.0,6.0,4.0,0.6,82,57.0,25.0,0.695,2.0
1500,SAS,56.0,Gregg Popovich,2005,23.0,16.0,7.0,0.696,82,59.0,23.0,0.72,1.0
1501,SAS,57.0,Gregg Popovich,2006,13.0,7.0,6.0,0.5379999999999999,82,63.0,19.0,0.768,1.0
1502,SAS,58.0,Gregg Popovich,2007,20.0,16.0,4.0,0.8,82,58.0,24.0,0.7070000000000001,2.0
1503,SAS,59.0,Gregg Popovich,2008,17.0,9.0,8.0,0.529,82,56.0,26.0,0.6829999999999999,2.0
1504,SAS,60.0,Gregg Popovich,2009,5.0,1.0,4.0,0.2,82,54.0,28.0,0.659,1.0
1505,SAS,61.0,Gregg Popovich,2010,10.0,4.0,6.0,0.4,82,50.0,32.0,0.61,2.0
1506,SAS,62.0,Gregg Popovich,2011,6.0,2.0,4.0,0.333,82,61.0,21.0,0.7440000000000001,1.0
1507,SAS,63.0,Gregg Popovich,2012,14.0,10.0,4.0,0.7140000000000001,66,50.0,16.0,0.758,1.0
1508,SAS,64.0,Gregg Popovich,2013,21.0,15.0,6.0,0.7140000000000001,82,58.0,24.0,0.7070000000000001,1.0
1509,SAS,65.0,Gregg Popovich,2014,23.0,16.0,7.0,0.696,82,62.0,20.0,0.7559999999999999,1.0
1510,SAS,66.0,Gregg Popovich,2015,7.0,3.0,4.0,0.429,82,55.0,27.0,0.6709999999999999,2.0
1511,SAS,67.0,Gregg Popovich,2016,10.0,6.0,4.0,0.6,82,67.0,15.0,0.8170000000000001,1.0
1512,SAS,68.0,Gregg Popovich,2017,16.0,8.0,8.0,0.5,82,61.0,21.0,0.7440000000000001,1.0
1513,SAS,69.0,Gregg Popovich,2018,5.0,1.0,4.0,0.2,82,47.0,35.0,0.573,3.0
1514,SAS,70.0,Gregg Popovich,2019,,,,,74,43.0,31.0,0.581,2.0
1516,MIL,40.0,Terry Porter,2004,5.0,1.0,4.0,0.2,82,41.0,41.0,0.5,4.0
1517,MIL,41.0,Terry Porter,2005,,,,,82,30.0,52.0,0.366,5.0
1518,PHO,45.0,Terry Porter,2009,,,,,51,28.0,23.0,0.5489999999999999,2.0
1520,TRI,,Roger Potter,1950,,,,,7,1.0,6.0,0.14300000000000002,3.0
1522,POR,37.0,Kevin Pritchard,2005,,,,,27,5.0,22.0,0.185,4.0
1524,MIL,48.0,Joe Prunty,2018,7.0,3.0,4.0,0.429,37,21.0,16.0,0.568,3.0
1526,LAL,40.0,Kurt Rambis,1999,8.0,3.0,5.0,0.375,37,24.0,13.0,0.649,2.0
1527,MIN,51.0,Kurt Rambis,2010,,,,,82,15.0,67.0,0.183,5.0
1528,MIN,52.0,Kurt Rambis,2011,,,,,82,17.0,65.0,0.207,5.0
1529,NYK,57.0,Kurt Rambis,2016,,,,,28,9.0,19.0,0.321,3.0
1531,PHI,43.0,Jack Ramsay,1969,5.0,1.0,4.0,0.2,82,55.0,27.0,0.6709999999999999,2.0
1532,PHI,44.0,Jack Ramsay,1970,5.0,1.0,4.0,0.2,82,42.0,40.0,0.512,4.0
1533,PHI,45.0,Jack Ramsay,1971,7.0,3.0,4.0,0.429,82,47.0,35.0,0.573,2.0
1534,PHI,46.0,Jack Ramsay,1972,,,,,82,30.0,52.0,0.366,3.0
1535,BUF,47.0,Jack Ramsay,1973,,,,,82,21.0,61.0,0.256,3.0
1536,BUF,48.0,Jack Ramsay,1974,6.0,2.0,4.0,0.333,82,42.0,40.0,0.512,3.0
1537,BUF,49.0,Jack Ramsay,1975,7.0,3.0,4.0,0.429,82,49.0,33.0,0.598,2.0
1538,BUF,50.0,Jack Ramsay,1976,9.0,4.0,5.0,0.444,82,46.0,36.0,0.561,3.0
1539,POR,51.0,Jack Ramsay,1977,19.0,14.0,5.0,0.737,82,49.0,33.0,0.598,2.0
1540,POR,52.0,Jack Ramsay,1978,6.0,2.0,4.0,0.333,82,58.0,24.0,0.7070000000000001,1.0
1541,POR,53.0,Jack Ramsay,1979,3.0,1.0,2.0,0.333,82,45.0,37.0,0.5489999999999999,4.0
1542,POR,54.0,Jack Ramsay,1980,3.0,1.0,2.0,0.333,82,38.0,44.0,0.463,4.0
1543,POR,55.0,Jack Ramsay,1981,3.0,1.0,2.0,0.333,82,45.0,37.0,0.5489999999999999,3.0
1544,POR,56.0,Jack Ramsay,1982,,,,,82,42.0,40.0,0.512,5.0
1545,POR,57.0,Jack Ramsay,1983,7.0,3.0,4.0,0.429,82,46.0,36.0,0.561,4.0
1546,POR,58.0,Jack Ramsay,1984,5.0,2.0,3.0,0.4,82,48.0,34.0,0.585,2.0
1547,POR,59.0,Jack Ramsay,1985,9.0,4.0,5.0,0.444,82,42.0,40.0,0.512,2.0
1548,POR,60.0,Jack Ramsay,1986,4.0,1.0,3.0,0.25,82,40.0,42.0,0.488,2.0
1549,IND,61.0,Jack Ramsay,1987,4.0,1.0,3.0,0.25,82,41.0,41.0,0.5,4.0
1550,IND,62.0,Jack Ramsay,1988,,,,,82,38.0,44.0,0.463,6.0
1551,IND,63.0,Jack Ramsay,1989,,,,,7,0.0,7.0,0.0,6.0
1553,NYK,35.0,Willis Reed,1978,6.0,2.0,4.0,0.333,82,43.0,39.0,0.524,2.0
1554,NYK,36.0,Willis Reed,1979,,,,,14,6.0,8.0,0.429,4.0
1555,NJN,45.0,Willis Reed,1988,,,,,28,7.0,21.0,0.25,5.0
1556,NJN,46.0,Willis Reed,1989,,,,,82,26.0,56.0,0.317,5.0
1558,BLB,37.0,Chick Reiser,1952,,,,,27,8.0,19.0,0.29600000000000004,5.0
1559,BLB,38.0,Chick Reiser,1953,,,,,3,0.0,3.0,0.0,4.0
1561,SAC,,Jerry Reynolds,1987,,,,,36,15.0,21.0,0.417,5.0
1562,SAC,,Jerry Reynolds,1988,,,,,24,7.0,17.0,0.292,6.0
1563,SAC,,Jerry Reynolds,1989,,,,,82,27.0,55.0,0.329,6.0
1564,SAC,,Jerry Reynolds,1990,,,,,28,7.0,21.0,0.25,7.0
1566,LAL,36.0,Pat Riley,1982,14.0,12.0,2.0,0.857,71,50.0,21.0,0.7040000000000001,1.0
1567,LAL,37.0,Pat Riley,1983,15.0,8.0,7.0,0.5329999999999999,82,58.0,24.0,0.7070000000000001,1.0
1568,LAL,38.0,Pat Riley,1984,21.0,14.0,7.0,0.667,82,54.0,28.0,0.659,1.0
1569,LAL,39.0,Pat Riley,1985,19.0,15.0,4.0,0.789,82,62.0,20.0,0.7559999999999999,1.0
1570,LAL,40.0,Pat Riley,1986,14.0,8.0,6.0,0.5710000000000001,82,62.0,20.0,0.7559999999999999,1.0
1571,LAL,41.0,Pat Riley,1987,18.0,15.0,3.0,0.833,82,65.0,17.0,0.7929999999999999,1.0
1572,LAL,42.0,Pat Riley,1988,24.0,15.0,9.0,0.625,82,62.0,20.0,0.7559999999999999,1.0
1573,LAL,43.0,Pat Riley,1989,15.0,11.0,4.0,0.733,82,57.0,25.0,0.695,1.0
1574,LAL,44.0,Pat Riley,1990,9.0,4.0,5.0,0.444,82,63.0,19.0,0.768,1.0
1575,NYK,46.0,Pat Riley,1992,12.0,6.0,6.0,0.5,82,51.0,31.0,0.622,2.0
1576,NYK,47.0,Pat Riley,1993,15.0,9.0,6.0,0.6,82,60.0,22.0,0.732,1.0
1577,NYK,48.0,Pat Riley,1994,25.0,14.0,11.0,0.56,82,57.0,25.0,0.695,1.0
1578,NYK,49.0,Pat Riley,1995,11.0,6.0,5.0,0.545,82,55.0,27.0,0.6709999999999999,2.0
1579,MIA,50.0,Pat Riley,1996,3.0,0.0,3.0,0.0,82,42.0,40.0,0.512,3.0
1580,MIA,51.0,Pat Riley,1997,17.0,8.0,9.0,0.471,82,61.0,21.0,0.7440000000000001,1.0
1581,MIA,52.0,Pat Riley,1998,5.0,2.0,3.0,0.4,82,55.0,27.0,0.6709999999999999,1.0
1582,MIA,53.0,Pat Riley,1999,5.0,2.0,3.0,0.4,50,33.0,17.0,0.66,1.0
1583,MIA,54.0,Pat Riley,1900,10.0,6.0,4.0,0.6,82,52.0,30.0,0.634,1.0
1584,MIA,55.0,Pat Riley,2001,3.0,0.0,3.0,0.0,82,50.0,32.0,0.61,2.0
1585,MIA,56.0,Pat Riley,2002,,,,,82,36.0,46.0,0.439,6.0
1586,MIA,57.0,Pat Riley,2003,,,,,82,25.0,57.0,0.305,7.0
1587,MIA,60.0,Pat Riley,2006,23.0,16.0,7.0,0.696,61,41.0,20.0,0.672,1.0
1588,MIA,61.0,Pat Riley,2007,4.0,0.0,4.0,0.0,82,44.0,38.0,0.537,1.0
1589,MIA,62.0,Pat Riley,2008,,,,,82,15.0,67.0,0.183,5.0
1591,ORL,38.0,Doc Rivers,1900,,,,,82,41.0,41.0,0.5,4.0
1592,ORL,39.0,Doc Rivers,2001,4.0,1.0,3.0,0.25,82,43.0,39.0,0.524,4.0
1593,ORL,40.0,Doc Rivers,2002,4.0,1.0,3.0,0.25,82,44.0,38.0,0.537,3.0
1594,ORL,41.0,Doc Rivers,2003,7.0,3.0,4.0,0.429,82,42.0,40.0,0.512,4.0
1595,ORL,42.0,Doc Rivers,2004,,,,,11,1.0,10.0,0.091,7.0
1596,BOS,43.0,Doc Rivers,2005,7.0,3.0,4.0,0.429,82,45.0,37.0,0.5489999999999999,1.0
1597,BOS,44.0,Doc Rivers,2006,,,,,82,33.0,49.0,0.402,3.0
1598,BOS,45.0,Doc Rivers,2007,,,,,82,24.0,58.0,0.293,5.0
1599,BOS,46.0,Doc Rivers,2008,26.0,16.0,10.0,0.615,82,66.0,16.0,0.805,1.0
1600,BOS,47.0,Doc Rivers,2009,14.0,7.0,7.0,0.5,82,62.0,20.0,0.7559999999999999,1.0
1601,BOS,48.0,Doc Rivers,2010,24.0,15.0,9.0,0.625,82,50.0,32.0,0.61,1.0
1602,BOS,49.0,Doc Rivers,2011,9.0,5.0,4.0,0.556,82,56.0,26.0,0.6829999999999999,1.0
1603,BOS,50.0,Doc Rivers,2012,20.0,11.0,9.0,0.55,66,39.0,27.0,0.591,1.0
1604,BOS,51.0,Doc Rivers,2013,6.0,2.0,4.0,0.333,81,41.0,40.0,0.506,3.0
1605,LAC,52.0,Doc Rivers,2014,13.0,6.0,7.0,0.462,82,57.0,25.0,0.695,1.0
1606,LAC,53.0,Doc Rivers,2015,14.0,7.0,7.0,0.5,82,56.0,26.0,0.6829999999999999,2.0
1607,LAC,54.0,Doc Rivers,2016,6.0,2.0,4.0,0.333,82,53.0,29.0,0.6459999999999999,2.0
1608,LAC,55.0,Doc Rivers,2017,7.0,3.0,4.0,0.429,82,51.0,31.0,0.622,2.0
1609,LAC,56.0,Doc Rivers,2018,,,,,82,42.0,40.0,0.512,2.0
1610,LAC,57.0,Doc Rivers,2019,,,,,74,44.0,30.0,0.595,2.0
1612,NOJ,44.0,Scotty Robertson,1975,,,,,15,1.0,14.0,0.067,5.0
1613,CHI,48.0,Scotty Robertson,1979,,,,,26,11.0,15.0,0.423,5.0
1614,DET,50.0,Scotty Robertson,1981,,,,,82,21.0,61.0,0.256,6.0
1615,DET,51.0,Scotty Robertson,1982,,,,,82,39.0,43.0,0.476,3.0
1616,DET,52.0,Scotty Robertson,1983,,,,,82,37.0,45.0,0.451,3.0
1618,DET,34.0,Red Rocha,1958,7.0,3.0,4.0,0.429,47,24.0,23.0,0.511,2.0
1619,DET,35.0,Red Rocha,1959,3.0,1.0,2.0,0.333,72,28.0,44.0,0.389,3.0
1620,DET,36.0,Red Rocha,1960,,,,,34,13.0,21.0,0.382,2.0
1622,BOS,,Jimmy Rodgers,1989,3.0,0.0,3.0,0.0,82,42.0,40.0,0.512,3.0
1623,BOS,,Jimmy Rodgers,1990,5.0,2.0,3.0,0.4,82,52.0,30.0,0.634,2.0
1624,MIN,,Jimmy Rodgers,1992,,,,,82,15.0,67.0,0.183,6.0
